"id"	"name"	"count"	"npc_templateid"	"locx"	"locy"	"randomx"	"randomy"	"heading"	"respawn_delay"	"mapid"	"movement_distance"
"361"	"Forest Guardian^Fairy"	"1"	"70851"	"33144"	"32343"	"0"	"0"	"5"	"0"	"4"	"100"
"362"	"Forest Guardian^Fairy"	"1"	"70851"	"33121"	"32376"	"0"	"0"	"5"	"0"	"4"	"100"
"363"	"Forest Guardian^Fairy"	"1"	"70851"	"33099"	"32369"	"0"	"0"	"5"	"0"	"4"	"100"
"364"	"Forest Guardian^Fairy"	"1"	"70851"	"33073"	"32374"	"0"	"0"	"5"	"0"	"4"	"100"
"365"	"Forest Guardian^Fairy"	"1"	"70851"	"33032"	"32422"	"0"	"0"	"5"	"0"	"4"	"100"
"366"	"Forest Guardian^Fairy"	"1"	"70851"	"33003"	"32414"	"0"	"0"	"5"	"0"	"4"	"100"
"367"	"Forest Guardian^Fairy"	"1"	"70851"	"32984"	"32386"	"0"	"0"	"5"	"0"	"4"	"100"
"368"	"Forest Guardian^Fairy"	"1"	"70851"	"32964"	"32351"	"0"	"0"	"5"	"0"	"4"	"100"
"369"	"Forest Guardian^Fairy"	"1"	"70851"	"33020"	"32299"	"0"	"0"	"5"	"0"	"4"	"100"
"370"	"Forest Guardian^Fairy"	"1"	"70851"	"33072"	"32246"	"0"	"0"	"5"	"0"	"4"	"100"
"371"	"Dragon Craftsman^Koup"	"1"	"70904"	"33074"	"32756"	"0"	"0"	"6"	"0"	"4"	"0"
"373"	"Breath Enchanter^Ivelviin"	"1"	"70662"	"32814"	"32854"	"0"	"0"	"5"	"0"	"66"	"0"
"375"	"Bow Craftsman^Robiel"	"1"	"70840"	"33447"	"32765"	"0"	"0"	"6"	"0"	"4"	"0"
"378"	"Leona"	"1"	"70674"	"34073"	"33147"	"0"	"0"	"4"	"0"	"4"	"100"
"381"	"Item Crafter^Blaise"	"0"	"70605"	"33539"	"32842"	"0"	"0"	"5"	"0"	"4"	"100"
"384"	"Orc Tribe Trader^Lyra"	"1"	"70811"	"32739"	"32427"	"0"	"0"	"4"	"0"	"4"	"100"
"388"	"Forest Guardian^Ent"	"1"	"70848"	"33121"	"32236"	"0"	"0"	"5"	"0"	"4"	"100"
"389"	"Forest Guardian^Ent"	"1"	"70848"	"33140"	"32253"	"0"	"0"	"5"	"0"	"4"	"100"
"390"	"Forest Guardian^Ent"	"1"	"70848"	"33168"	"32286"	"0"	"0"	"5"	"0"	"4"	"100"
"391"	"Forest Guardian^Ent"	"1"	"70848"	"33152"	"32312"	"0"	"0"	"5"	"0"	"4"	"100"
"392"	"Forest Guardian^Ent"	"1"	"70848"	"33128"	"32336"	"0"	"0"	"5"	"0"	"4"	"100"
"393"	"Forest Guardian^Ent"	"1"	"70848"	"33103"	"32349"	"0"	"0"	"5"	"0"	"4"	"100"
"394"	"Forest Guardian^Ent"	"1"	"70848"	"33118"	"32368"	"0"	"0"	"5"	"0"	"4"	"100"
"395"	"Forest Guardian^Ent"	"1"	"70848"	"33088"	"32375"	"0"	"0"	"5"	"0"	"4"	"100"
"396"	"Forest Guardian^Ent"	"1"	"70848"	"33066"	"32414"	"0"	"0"	"5"	"0"	"4"	"100"
"397"	"Forest Guardian^Ent"	"1"	"70848"	"33044"	"32423"	"0"	"0"	"5"	"0"	"4"	"100"
"398"	"Forest Guardian^Ent"	"1"	"70848"	"33018"	"32424"	"0"	"0"	"5"	"0"	"4"	"100"
"399"	"Forest Guardian^Ent"	"1"	"70848"	"33002"	"32428"	"0"	"0"	"5"	"0"	"4"	"100"
"400"	"Forest Guardian^Ent"	"1"	"70848"	"32984"	"32416"	"0"	"0"	"5"	"0"	"4"	"100"
"401"	"Forest Guardian^Ent"	"1"	"70848"	"32968"	"32418"	"0"	"0"	"5"	"0"	"4"	"100"
"402"	"Forest Guardian^Ent"	"1"	"70848"	"32959"	"32405"	"0"	"0"	"5"	"0"	"4"	"100"
"403"	"Forest Guardian^Ent"	"1"	"70848"	"32941"	"32375"	"0"	"0"	"5"	"0"	"4"	"100"
"404"	"Forest Guardian^Ent"	"1"	"70848"	"32953"	"32349"	"0"	"0"	"5"	"0"	"4"	"100"
"405"	"Forest Guardian^Ent"	"1"	"70848"	"32979"	"32313"	"0"	"0"	"5"	"0"	"4"	"100"
"406"	"Forest Guardian^Ent"	"1"	"70848"	"32999"	"32289"	"0"	"0"	"5"	"0"	"4"	"100"
"407"	"Forest Guardian^Ent"	"1"	"70848"	"33026"	"32306"	"0"	"0"	"5"	"0"	"4"	"100"
"409"	"Great Wizard^Talass"	"1"	"70763"	"32769"	"32796"	"0"	"0"	"4"	"0"	"77"	"0"
"410"	"Mysterious Rock"	"0"	"81105"	"33780"	"33278"	"0"	"0"	"5"	"0"	"4"	"100"
"411"	"Defuri"	"1"	"70738"	"32746"	"32830"	"0"	"0"	"4"	"0"	"77"	"0"
"424"	"Search Ant"	"1"	"70782"	"32775"	"32728"	"0"	"0"	"5"	"0"	"45"	"0"
"425"	"Gatekeeper Ant"	"1"	"70779"	"32740"	"32730"	"0"	"0"	"5"	"0"	"45"	"0"
"426"	"Richard"	"1"	"70545"	"33079"	"32764"	"0"	"0"	"4"	"0"	"4"	"100"
"427"	"Vein"	"1"	"70776"	"32646"	"33217"	"0"	"0"	"5"	"0"	"4"	"100"
"428"	"Teleporter^Brad"	"1"	"70751"	"34089"	"32269"	"0"	"0"	"6"	"0"	"4"	"0"
"429"	"Oth"	"1"	"70826"	"32747"	"32455"	"0"	"0"	"7"	"0"	"4"	"0"
"430"	"Mother of the Forest and Elves"	"1"	"70844"	"33054"	"32337"	"0"	"0"	"5"	"0"	"4"	"100"
"435"	"Dark Elf Quest^Roje"	"1"	"70744"	"34036"	"32259"	"0"	"0"	"4"	"0"	"4"	"100"
"438"	"Level 50 Quest^Kima"	"0"	"70906"	"33158"	"32314"	"0"	"0"	"5"	"0"	"4"	"100"
"440"	"Level 50 Quest^Dicarding"	"1"	"70739"	"32765"	"32796"	"0"	"0"	"4"	"0"	"77"	"0"
"445"	"Roku"	"1"	"70745"	"32766"	"32844"	"0"	"0"	"6"	"0"	"77"	"0"
"475"	"Grand Chamberlain^Timon"	"1"	"70721"	"32898"	"32524"	"0"	"0"	"4"	"0"	"300"	"0"
"476"	"Chamberlain^Othmond"	"1"	"70784"	"32737"	"32784"	"0"	"0"	"5"	"0"	"29"	"0"
"477"	"Orville"	"1"	"70623"	"32732"	"32789"	"0"	"0"	"5"	"0"	"52"	"0"
"478"	"Ishmael"	"1"	"70553"	"32738"	"32784"	"0"	"0"	"5"	"0"	"15"	"0"
"479"	"Fisher"	"1"	"70880"	"32579"	"32813"	"0"	"0"	"5"	"0"	"64"	"0"
"481"	"Potempin"	"1"	"70665"	"32865"	"32808"	"0"	"0"	"5"	"0"	"66"	"0"
"484"	"Weapon Enchanter"	"1"	"70777"	"32747"	"32786"	"0"	"0"	"5"	"0"	"29"	"0"
"485"	"Armor Enchanter"	"1"	"70780"	"32746"	"32786"	"0"	"0"	"5"	"0"	"29"	"0"
"490"	"Weapon Enchanter"	"1"	"70861"	"32557"	"32846"	"0"	"0"	"5"	"0"	"64"	"0"
"491"	"Armor Enchanter"	"1"	"70865"	"32557"	"32845"	"0"	"0"	"5"	"0"	"64"	"0"
"492"	"Weapon Enchanter"	"1"	"70655"	"32861"	"32800"	"0"	"0"	"5"	"0"	"66"	"0"
"493"	"Armor Enchanter"	"1"	"70657"	"32860"	"32800"	"0"	"0"	"5"	"0"	"66"	"0"
"494"	"Weapon Enchanter"	"1"	"70686"	"32876"	"32536"	"0"	"0"	"5"	"0"	"300"	"0"
"495"	"Armor Enchanter"	"1"	"70692"	"32875"	"32536"	"0"	"0"	"5"	"0"	"300"	"0"
"508"	"Clan Manager^Blood Clan"	"1"	"70725"	"33956"	"33243"	"0"	"0"	"5"	"0"	"4"	"100"
"521"	"Beyan"	"1"	"70752"	"32780"	"32840"	"0"	"0"	"6"	"0"	"77"	"0"
"522"	"Ancient Crafter^Detector"	"1"	"70742"	"32795"	"32841"	"0"	"0"	"6"	"0"	"77"	"0"
"525"	"Castle Guard"	"1"	"60513"	"32739"	"32788"	"0"	"0"	"0"	"600"	"15"	"0"
"526"	"Castle Guard"	"1"	"60513"	"32739"	"32792"	"0"	"0"	"0"	"600"	"15"	"0"
"527"	"Castle Guard"	"1"	"60513"	"32739"	"32796"	"0"	"0"	"0"	"600"	"15"	"0"
"528"	"Castle Guard"	"1"	"60513"	"32739"	"32800"	"0"	"0"	"0"	"600"	"15"	"0"
"529"	"Castle Guard"	"1"	"60513"	"32734"	"32788"	"0"	"0"	"0"	"600"	"15"	"0"
"530"	"Castle Guard"	"1"	"60513"	"32734"	"32792"	"0"	"0"	"0"	"600"	"15"	"0"
"531"	"Castle Guard"	"1"	"60513"	"32734"	"32796"	"0"	"0"	"0"	"600"	"15"	"0"
"532"	"Castle Guard"	"1"	"60513"	"32734"	"32800"	"0"	"0"	"0"	"600"	"15"	"0"
"537"	"Castle Guard"	"1"	"60514"	"33167"	"32766"	"0"	"0"	"4"	"0"	"4"	"20"
"538"	"Castle Guard"	"1"	"60514"	"33172"	"32766"	"0"	"0"	"4"	"0"	"4"	"20"
"539"	"Gatekeeper"	"1"	"70549"	"33108"	"32766"	"0"	"0"	"6"	"0"	"4"	"0"
"541"	"Gatekeeper"	"1"	"70656"	"33172"	"32761"	"0"	"0"	"4"	"0"	"4"	"0"
"542"	"Mercenary Captain^Hunt"	"1"	"70562"	"33125"	"32799"	"0"	"0"	"5"	"0"	"4"	"100"
"543"	"Kent Mercenary Squad"	"1"	"60516"	"33122"	"32787"	"0"	"0"	"5"	"0"	"4"	"100"
"544"	"Kent Mercenary Squad"	"1"	"60516"	"33123"	"32787"	"0"	"0"	"5"	"0"	"4"	"100"
"545"	"Kent Mercenary Squad"	"1"	"60515"	"33123"	"32786"	"0"	"0"	"5"	"0"	"4"	"100"
"546"	"Kent Mercenary Squad"	"1"	"60515"	"33122"	"32786"	"0"	"0"	"5"	"0"	"4"	"100"
"547"	"Kent Mercenary Squad"	"1"	"60516"	"33122"	"32784"	"0"	"0"	"5"	"0"	"4"	"100"
"548"	"Kent Mercenary Squad"	"1"	"60516"	"33123"	"32784"	"0"	"0"	"5"	"0"	"4"	"100"
"549"	"Kent Mercenary Squad"	"1"	"60515"	"33123"	"32783"	"0"	"0"	"5"	"0"	"4"	"100"
"550"	"Kent Mercenary Squad"	"1"	"60515"	"33122"	"32783"	"0"	"0"	"5"	"0"	"4"	"100"
"551"	"Kent Mercenary Squad"	"1"	"60516"	"33125"	"32787"	"0"	"0"	"5"	"0"	"4"	"100"
"552"	"Kent Mercenary Squad"	"1"	"60516"	"33126"	"32787"	"0"	"0"	"5"	"0"	"4"	"100"
"553"	"Kent Mercenary Squad"	"1"	"60515"	"33126"	"32786"	"0"	"0"	"5"	"0"	"4"	"100"
"554"	"Kent Mercenary Squad"	"1"	"60515"	"33125"	"32786"	"0"	"0"	"5"	"0"	"4"	"100"
"555"	"Kent Mercenary Squad"	"1"	"60516"	"33125"	"32784"	"0"	"0"	"5"	"0"	"4"	"100"
"556"	"Kent Mercenary Squad"	"1"	"60516"	"33126"	"32784"	"0"	"0"	"5"	"0"	"4"	"100"
"557"	"Kent Mercenary Squad"	"1"	"60515"	"33126"	"32783"	"0"	"0"	"5"	"0"	"4"	"100"
"558"	"Kent Mercenary Squad"	"1"	"60515"	"33125"	"32783"	"0"	"0"	"5"	"0"	"4"	"100"
"607"	"Windawood Castle Guard"	"1"	"60551"	"32732"	"32789"	"0"	"0"	"5"	"600"	"29"	"0"
"608"	"Windawood Castle Guard"	"1"	"60551"	"32732"	"32794"	"0"	"0"	"5"	"600"	"29"	"0"
"609"	"Windawood Castle Guard"	"1"	"60551"	"32732"	"32798"	"0"	"0"	"5"	"600"	"29"	"0"
"610"	"Windawood Castle Guard"	"1"	"60551"	"32732"	"32802"	"0"	"0"	"5"	"600"	"29"	"0"
"611"	"Windawood Castle Guard"	"1"	"60551"	"32737"	"32789"	"0"	"0"	"5"	"600"	"29"	"0"
"612"	"Windawood Castle Guard"	"1"	"60551"	"32737"	"32794"	"0"	"0"	"5"	"600"	"29"	"0"
"613"	"Windawood Castle Guard"	"1"	"60551"	"32737"	"32798"	"0"	"0"	"5"	"600"	"29"	"0"
"614"	"Windawood Castle Guard"	"1"	"60551"	"32737"	"32802"	"0"	"0"	"5"	"600"	"29"	"0"
"692"	"Gatekeeper"	"1"	"70993"	"32814"	"32889"	"0"	"0"	"4"	"0"	"66"	"0"
"693"	"Gatekeeper"	"1"	"70994"	"32778"	"32856"	"0"	"0"	"6"	"0"	"66"	"0"
"694"	"Gatekeeper"	"1"	"70995"	"32843"	"32815"	"0"	"0"	"6"	"0"	"66"	"0"
"695"	"Gatekeeper"	"1"	"70993"	"32810"	"32880"	"0"	"0"	"4"	"0"	"66"	"0"
"696"	"Gatekeeper"	"1"	"70994"	"32787"	"32859"	"0"	"0"	"6"	"0"	"66"	"0"
"697"	"Gatekeeper"	"1"	"70995"	"32851"	"32812"	"0"	"0"	"6"	"0"	"66"	"0"
"698"	"Dwarf Guard"	"1"	"60531"	"33627"	"32367"	"0"	"0"	"6"	"0"	"4"	"100"
"699"	"Dwarf Guard"	"1"	"60531"	"33627"	"32374"	"0"	"0"	"6"	"0"	"4"	"100"
"702"	"Freckson"	"1"	"70666"	"32864"	"32804"	"0"	"0"	"5"	"0"	"66"	"0"
"703"	"Mercenary Captain^Biust"	"1"	"70695"	"32892"	"32524"	"0"	"0"	"4"	"0"	"300"	"0"
"706"	"Long Sword"	"1"	"60534"	"34094"	"33323"	"0"	"0"	"4"	"0"	"4"	"100"
"708"	"Long Sword"	"1"	"60534"	"34018"	"33237"	"0"	"0"	"6"	"0"	"4"	"100"
"710"	"Long Sword"	"1"	"60534"	"34154"	"33253"	"0"	"0"	"2"	"0"	"4"	"100"
"716"	"Long Sword"	"1"	"60533"	"34080"	"33323"	"0"	"0"	"4"	"0"	"4"	"100"
"718"	"Long Sword"	"1"	"60533"	"34018"	"33259"	"0"	"0"	"6"	"0"	"4"	"100"
"720"	"Long Sword"	"1"	"60533"	"34154"	"33265"	"0"	"0"	"2"	"0"	"4"	"100"
"746"	"Guard"	"1"	"60501"	"33067"	"33421"	"0"	"0"	"5"	"600"	"4"	"100"
"754"	"Guard"	"1"	"5152"	"32580"	"33191"	"0"	"0"	"6"	"600"	"4"	"100"
"755"	"Guard"	"1"	"5153"	"32580"	"33198"	"0"	"0"	"6"	"600"	"4"	"100"
"756"	"Guard"	"1"	"5153"	"32612"	"33152"	"0"	"0"	"0"	"600"	"4"	"100"
"757"	"Guard"	"1"	"5152"	"32618"	"33152"	"0"	"0"	"0"	"600"	"4"	"0"
"758"	"Guard"	"1"	"5153"	"32648"	"33166"	"0"	"0"	"2"	"600"	"4"	"100"
"759"	"Guard"	"1"	"5152"	"32648"	"33174"	"0"	"0"	"2"	"600"	"4"	"100"
"760"	"Guard"	"1"	"5153"	"32646"	"33221"	"0"	"0"	"4"	"600"	"4"	"100"
"761"	"Guard"	"1"	"5152"	"32637"	"33222"	"0"	"0"	"4"	"600"	"4"	"100"
"762"	"Guard"	"1"	"60508"	"33030"	"32771"	"0"	"0"	"6"	"0"	"4"	"100"
"763"	"Guard"	"1"	"60509"	"33030"	"32763"	"0"	"0"	"6"	"0"	"4"	"100"
"768"	"Guard"	"1"	"5152"	"32607"	"32947"	"0"	"0"	"2"	"0"	"0"	"0"
"769"	"Guard"	"1"	"5153"	"32607"	"32941"	"0"	"0"	"2"	"0"	"0"	"0"
"783"	"Dwarf Guard"	"1"	"60530"	"33680"	"32513"	"0"	"0"	"6"	"600"	"4"	"100"
"784"	"Dwarf Guard"	"1"	"60530"	"33680"	"32515"	"0"	"0"	"6"	"600"	"4"	"100"
"785"	"Dwarf Guard"	"1"	"60530"	"33718"	"32470"	"0"	"0"	"0"	"600"	"4"	"100"
"786"	"Dwarf Guard"	"1"	"60530"	"33723"	"32470"	"0"	"0"	"0"	"600"	"4"	"100"
"787"	"Dwarf Guard"	"1"	"60530"	"33727"	"32521"	"0"	"0"	"4"	"600"	"4"	"100"
"788"	"Dwarf Guard"	"1"	"60530"	"33732"	"32521"	"0"	"0"	"4"	"600"	"4"	"100"
"789"	"Dwarf Guard"	"1"	"60530"	"33664"	"32479"	"0"	"0"	"6"	"600"	"4"	"100"
"790"	"Heine Guard"	"1"	"70857"	"33590"	"33193"	"0"	"0"	"0"	"600"	"4"	"100"
"791"	"Heine Guard"	"1"	"70857"	"33597"	"33193"	"0"	"0"	"0"	"600"	"4"	"100"
"792"	"Heine Guard"	"1"	"70857"	"33655"	"33224"	"0"	"0"	"2"	"600"	"4"	"100"
"793"	"Heine Guard"	"1"	"70857"	"33655"	"33230"	"0"	"0"	"2"	"600"	"4"	"100"
"794"	"Heine Guard"	"1"	"70857"	"33613"	"33323"	"0"	"0"	"2"	"600"	"4"	"100"
"795"	"Heine Guard"	"1"	"70857"	"33613"	"33330"	"0"	"0"	"2"	"600"	"4"	"100"
"796"	"Heine Guard"	"1"	"70857"	"33647"	"33436"	"0"	"0"	"4"	"600"	"4"	"100"
"797"	"Heine Guard"	"1"	"70857"	"33604"	"33445"	"0"	"0"	"4"	"600"	"4"	"100"
"798"	"Heine Guard"	"1"	"70857"	"33558"	"33237"	"0"	"0"	"6"	"600"	"4"	"100"
"799"	"Heine Guard"	"1"	"70857"	"33558"	"33244"	"0"	"0"	"6"	"600"	"4"	"100"
"800"	"Guard"	"1"	"5152"	"34030"	"32276"	"0"	"0"	"6"	"600"	"4"	"100"
"801"	"Guard"	"1"	"5152"	"34030"	"32288"	"0"	"0"	"6"	"600"	"4"	"100"
"802"	"Guard"	"1"	"5152"	"34064"	"32330"	"0"	"0"	"4"	"600"	"4"	"100"
"803"	"Guard"	"1"	"5152"	"34053"	"32330"	"0"	"0"	"4"	"600"	"4"	"100"
"804"	"Aden Guard"	"1"	"60537"	"34039"	"33434"	"0"	"0"	"4"	"600"	"4"	"100"
"805"	"Aden Guard"	"1"	"60538"	"34044"	"33434"	"0"	"0"	"4"	"600"	"4"	"100"
"806"	"Aden Guard"	"1"	"60537"	"33856"	"33359"	"0"	"0"	"6"	"600"	"4"	"100"
"807"	"Aden Guard"	"1"	"60538"	"33856"	"33366"	"0"	"0"	"6"	"600"	"4"	"100"
"808"	"Aden Guard"	"1"	"60537"	"33853"	"33246"	"0"	"0"	"6"	"600"	"4"	"100"
"809"	"Aden Guard"	"1"	"60538"	"33853"	"33254"	"0"	"0"	"6"	"600"	"4"	"100"
"810"	"Aden Guard"	"1"	"60537"	"33856"	"33136"	"0"	"0"	"6"	"600"	"4"	"100"
"811"	"Aden Guard"	"1"	"60538"	"33856"	"33143"	"0"	"0"	"6"	"600"	"4"	"100"
"812"	"Aden Guard"	"1"	"60537"	"34164"	"33151"	"0"	"0"	"2"	"600"	"4"	"100"
"813"	"Aden Guard"	"1"	"60538"	"34164"	"33158"	"0"	"0"	"2"	"600"	"4"	"100"
"814"	"Castle Guard"	"1"	"60525"	"33513"	"32784"	"0"	"0"	"2"	"600"	"4"	"100"
"815"	"Castle Guard"	"1"	"60524"	"33512"	"32791"	"0"	"0"	"2"	"600"	"4"	"100"
"816"	"Castle Guard"	"1"	"60525"	"33362"	"32886"	"0"	"0"	"5"	"600"	"4"	"100"
"817"	"Castle Guard"	"1"	"60524"	"33365"	"32890"	"0"	"0"	"5"	"600"	"4"	"100"
"818"	"Castle Guard"	"1"	"60525"	"33346"	"32825"	"0"	"0"	"6"	"600"	"4"	"100"
"819"	"Castle Guard"	"1"	"60524"	"33344"	"32835"	"0"	"0"	"6"	"600"	"4"	"100"
"820"	"Castle Guard"	"1"	"60525"	"33338"	"32742"	"0"	"0"	"6"	"600"	"4"	"100"
"821"	"Castle Guard"	"1"	"60524"	"33339"	"32751"	"0"	"0"	"6"	"600"	"4"	"100"
"822"	"Castle Guard"	"1"	"60525"	"33332"	"32689"	"0"	"0"	"6"	"600"	"4"	"100"
"823"	"Castle Guard"	"1"	"60524"	"33332"	"32698"	"0"	"0"	"6"	"600"	"4"	"100"
"824"	"Castle Guard"	"1"	"60525"	"33358"	"32642"	"0"	"0"	"0"	"600"	"4"	"100"
"825"	"Castle Guard"	"1"	"60524"	"33366"	"32643"	"0"	"0"	"0"	"600"	"4"	"100"
"826"	"Castle Guard"	"1"	"60525"	"33407"	"32635"	"0"	"0"	"0"	"600"	"4"	"100"
"827"	"Castle Guard"	"1"	"60524"	"33416"	"32636"	"0"	"0"	"0"	"600"	"4"	"100"
"828"	"Guard"	"1"	"5152"	"32619"	"32957"	"0"	"0"	"6"	"0"	"0"	"0"
"829"	"Guard"	"1"	"5153"	"32619"	"32963"	"0"	"0"	"6"	"0"	"0"	"0"
"831"	"Wedding Ring Merchant^Merid"	"1"	"81004"	"33953"	"33366"	"0"	"0"	"6"	"0"	"4"	"0"
"863"	"Gaiter Craftsman^Anton"	"1"	"70614"	"33457"	"32777"	"0"	"0"	"4"	"0"	"4"	"100"
"872"	"Twisting of Space"	"1"	"80048"	"34267"	"32188"	"0"	"0"	"6"	"0"	"4"	"0"
"882"	"Old Beggar^Alfons"	"1"	"80057"	"33453"	"32848"	"0"	"0"	"6"	"0"	"4"	"0"
"904"	"Astrologer^Keplisha"	"1"	"80079"	"32609"	"32744"	"0"	"0"	"0"	"0"	"4"	"0"
"905"	"Fishing Guide^Fishing Kid"	"1"	"80082"	"32608"	"32769"	"0"	"0"	"4"	"0"	"4"	"0"
"912"	"Cooking Merchant^Racookie"	"1"	"80090"	"32607"	"32712"	"0"	"0"	"4"	"0"	"4"	"0"
"914"	"Furniture Merchant^Jack"	"1"	"80092"	"32594"	"32728"	"0"	"0"	"4"	"0"	"4"	"0"
"915"	"Jita"	"1"	"80093"	"32620"	"32733"	"0"	"0"	"6"	"0"	"4"	"0"
"916"	"Altar"	"0"	"80094"	"32616"	"32670"	"0"	"0"	"0"	"0"	"4"	"0"
"918"	"Bouquet Merchant^Sharon"	"1"	"80096"	"32623"	"32713"	"0"	"0"	"4"	"0"	"4"	"0"
"919"	"Ryman"	"1"	"80097"	"32632"	"32759"	"0"	"0"	"4"	"0"	"4"	"0"
"920"	"Parvo"	"1"	"80098"	"32603"	"32775"	"0"	"0"	"4"	"0"	"4"	"0"
"922"	"Blacksmith^Quen"	"1"	"80101"	"32633"	"32801"	"0"	"0"	"6"	"0"	"4"	"0"
"923"	"Taxidermy Merchant^Phillies"	"0"	"80102"	"32593"	"32735"	"0"	"0"	"6"	"0"	"4"	"0"
"924"	"Auction Manager"	"1"	"70577"	"32613"	"32775"	"0"	"0"	"4"	"0"	"4"	"0"
"925"	"Auction Board"	"1"	"81161"	"32611"	"32775"	"0"	"0"	"0"	"0"	"4"	"0"
"926"	"Aden Horse Riders"	"1"	"80104"	"33942"	"33360"	"0"	"0"	"6"	"0"	"4"	"0"
"927"	"Aden Horse Riders"	"1"	"80105"	"33942"	"33366"	"0"	"0"	"6"	"0"	"4"	"0"
"934"	"House Keeper^Michelle"	"1"	"50626"	"32565"	"32676"	"0"	"0"	"6"	"0"	"4"	"0"
"935"	"House Keeper^Povey"	"1"	"50627"	"32548"	"32706"	"0"	"0"	"4"	"0"	"4"	"0"
"936"	"House Keeper^Elisha"	"1"	"50628"	"32537"	"32781"	"0"	"0"	"4"	"0"	"4"	"0"
"937"	"House Keeper^Dorothy"	"1"	"50629"	"32559"	"32787"	"0"	"0"	"6"	"0"	"4"	"0"
"938"	"House Keeper^Natasha"	"1"	"50630"	"32535"	"32808"	"0"	"0"	"4"	"0"	"4"	"0"
"939"	"House Keeper^Minoel"	"1"	"50631"	"32553"	"32820"	"0"	"0"	"0"	"0"	"4"	"0"
"1000"	"General Merchant^Serene"	"1"	"202056"	"32557"	"32946"	"0"	"0"	"4"	"0"	"0"	"0"
"1001"	"Teleporter^Semin"	"1"	"70106"	"34401"	"32183"	"0"	"0"	"5"	"0"	"4"	"0"
"1002"	"Goddess of Salvation^Salinda"	"1"	"70105"	"34427"	"32177"	"0"	"0"	"6"	"0"	"4"	"0"
"1003"	"Enchant Wizard^Gendro"	"1"	"70102"	"34409"	"32180"	"0"	"0"	"5"	"0"	"4"	"0"
"1004"	"Aden Chamber of Commerce"	"1"	"70064"	"34412"	"32183"	"0"	"0"	"5"	"0"	"4"	"0"
"1005"	"Storage^Dent"	"1"	"70103"	"34409"	"32191"	"0"	"0"	"5"	"0"	"4"	"0"
"1006"	"General Merchant^Lumin"	"1"	"70100"	"34399"	"32165"	"0"	"0"	"4"	"0"	"4"	"0"
"1007"	"Innkeeper^Shabin"	"1"	"70101"	"34423"	"32197"	"0"	"0"	"4"	"0"	"4"	"0"
"1008"	"Guard"	"1"	"5153"	"34437"	"32180"	"0"	"0"	"2"	"0"	"4"	"0"
"1009"	"Guard"	"1"	"5152"	"34437"	"32188"	"0"	"0"	"2"	"0"	"4"	"0"
"1010"	"Guard"	"1"	"5153"	"34406"	"32220"	"0"	"0"	"4"	"0"	"4"	"0"
"1011"	"Guard"	"1"	"5152"	"34395"	"32220"	"0"	"0"	"4"	"0"	"4"	"0"
"1012"	"Guard"	"1"	"5153"	"34378"	"32188"	"0"	"0"	"6"	"0"	"4"	"0"
"1013"	"Guard"	"1"	"5152"	"34378"	"32196"	"0"	"0"	"6"	"0"	"4"	"0"
"1014"	"Blacksmith^Tace"	"1"	"70107"	"34385"	"32179"	"0"	"0"	"4"	"0"	"4"	"0"
"1015"	"Astrologer^Erindi"	"1"	"70108"	"34419"	"32168"	"0"	"0"	"6"	"0"	"4"	"0"
"1016"	"Admission Guide^Ruun Doll"	"1"	"70109"	"34473"	"32191"	"0"	"0"	"6"	"0"	"4"	"0"
"1017"	"Lord\'s Room"	"1"	"70110"	"32974"	"32799"	"0"	"0"	"6"	"0"	"4002"	"0"
"1046"	"Teleporter^Elruna"	"1"	"5091"	"33054"	"32348"	"0"	"0"	"5"	"0"	"4"	"0"
"1051"	"Researcher Atuva Noah"	"1"	"71040"	"32991"	"32810"	"0"	"0"	"6"	"0"	"244"	"0"
"1052"	"Neruga Hoomo"	"1"	"71041"	"32984"	"32825"	"0"	"0"	"6"	"0"	"244"	"0"
"1053"	"Neruga Vakumo"	"1"	"71042"	"32976"	"32802"	"0"	"0"	"6"	"0"	"244"	"0"
"1054"	"Dudamara Booka"	"1"	"71043"	"32979"	"32818"	"0"	"0"	"6"	"0"	"244"	"0"
"1055"	"Dudamara Camay"	"1"	"71044"	"32993"	"32801"	"0"	"0"	"6"	"0"	"244"	"0"
"1056"	"Teleporter^Dudamara Bau"	"1"	"71045"	"32992"	"32814"	"0"	"0"	"6"	"0"	"244"	"0"
"1089"	"Teleporter^Pouare"	"1"	"71078"	"32863"	"32800"	"0"	"0"	"4"	"0"	"66"	"0"
"1090"	"General Merchant^Toduram"	"1"	"71079"	"32864"	"32800"	"0"	"0"	"4"	"0"	"66"	"0"
"1095"	"SIC\'s Light 2"	"1"	"81166"	"33054"	"32337"	"0"	"0"	"6"	"0"	"4"	"0"
"1105"	""	"1"	"71102"	"33584"	"33252"	"0"	"0"	"5"	"0"	"4"	"0"
"1106"	""	"1"	"71103"	"33619"	"33237"	"0"	"0"	"5"	"0"	"4"	"0"
"1107"	""	"1"	"71103"	"33595"	"33229"	"0"	"0"	"5"	"0"	"4"	"0"
"1108"	""	"1"	"71103"	"33580"	"33271"	"0"	"0"	"5"	"0"	"4"	"0"
"1109"	""	"1"	"71103"	"32899"	"32574"	"0"	"0"	"5"	"0"	"300"	"0"
"1110"	""	"1"	"71103"	"32889"	"32574"	"0"	"0"	"5"	"0"	"300"	"0"
