"npcid"	"classId"	"desc_en"	"desc_powerbook"	"desc_kr"	"desc_id"	"note"	"impl"	"spriteId"	"lvl"	"hp"	"mp"	"ac"	"str"	"con"	"dex"	"wis"	"intel"	"mr"	"exp"	"alignment"	"big"	"weakAttr"	"ranged"	"is_taming"	"passispeed"	"atkspeed"	"atk_magic_speed"	"sub_magic_speed"	"undead"	"poison_atk"	"is_agro"	"is_agro_poly"	"is_agro_invis"	"family"	"agrofamily"	"agrogfxid1"	"agrogfxid2"	"is_picupitem"	"digestitem"	"is_bravespeed"	"hprinterval"	"hpr"	"mprinterval"	"mpr"	"is_teleport"	"randomlevel"	"randomhp"	"randommp"	"randomac"	"randomexp"	"randomAlign"	"damage_reduction"	"is_hard"	"is_bossmonster"	"can_turnundead"	"bowSpritetId"	"karma"	"transform_id"	"transform_gfxid"	"light_size"	"is_amount_fixed"	"is_change_head"	"spawnlist_door"	"count_map"	"cant_resurrect"	"isHide"
"46029"	"2708"	"Corrupted Skeleton Archer"	""	"부패한 해골 궁수"	"$4793 $986"	"Aden Castle Dungeon"	"L1Monster"	"5127"	"18"	"200"	"0"	"-10"	"16"	"14"	"16"	"12"	"10"	"8"	"11000"	"-12"	"false"	"FIRE"	"10"	"false"	"960"	"1280"	"1280"	"1280"	"UNDEAD"	"NONE"	"true"	"true"	"false"	"skeleton"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"42"	"440"	"0"	"-25"	"0"	"0"	"0"	"false"	"false"	"true"	"66"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46030"	"2704"	"Corrupted Skeleton Axeman"	""	"부패한 해골 도끼병"	"$4793 $987"	"Aden Castle Dungeon"	"L1Monster"	"5014"	"45"	"520"	"0"	"-27"	"18"	"14"	"14"	"12"	"10"	"40"	"11000"	"-28"	"false"	"FIRE"	"1"	"false"	"960"	"1280"	"1280"	"1280"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"skeleton"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"45"	"520"	"0"	"-27"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46031"	"2705"	"Corrupted Skeleton Pikeman"	""	"부패한 해골 창병"	"$4793 $988"	"Aden Castle Dungeon"	"L1Monster"	"5033"	"22"	"250"	"0"	"-15"	"16"	"14"	"15"	"12"	"10"	"18"	"11000"	"-39"	"false"	"FIRE"	"2"	"false"	"960"	"960"	"960"	"960"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"skeleton"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"40"	"450"	"0"	"-25"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46032"	"2720"	"Corrupted Zombie Spearman"	""	"부패한 좀비 창병"	"$4793 $4796"	"Aden Castle Dungeon"	"L1Monster"	"4930"	"24"	"270"	"0"	"-15"	"16"	"16"	"17"	"8"	"8"	"24"	"11000"	"-20"	"false"	"FIRE"	"2"	"false"	"960"	"960"	"960"	"960"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"zombie"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"42"	"480"	"0"	"-30"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46033"	"2719"	"Corrupted Zombie Wizard"	""	"부패한 좀비 마법사"	"$4793 $4795"	"Aden Castle Dungeon"	"L1Monster"	"4937"	"42"	"450"	"350"	"-28"	"15"	"17"	"10"	"10"	"12"	"65"	"11000"	"-20"	"false"	"FIRE"	"1"	"false"	"1280"	"1280"	"1280"	"1280"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"zombie"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"42"	"480"	"0"	"-30"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46034"	"2714"	"Corrupted Zombie General"	""	"부패한 좀비 장군"	"$4793 $4794"	"Aden Castle Dungeon"	"L1Monster"	"4935"	"52"	"800"	"100"	"-53"	"17"	"18"	"15"	"12"	"10"	"45"	"11000"	"-25"	"false"	"FIRE"	"1"	"false"	"960"	"1280"	"1280"	"1280"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"zombie"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"47"	"560"	"0"	"-35"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46035"	"2738"	"Corrupted Zombie Lord"	""	"부패한 좀비 로드"	"$4793 $2398"	"Aden Castle Dungeon"	"L1Monster"	"2803"	"35"	"2500"	"300"	"-25"	"14"	"16"	"16"	"15"	"12"	"50"	"11000"	"-80"	"false"	"FIRE"	"2"	"false"	"1440"	"1880"	"1240"	"1800"	"UNDEAD_BOSS"	"NONE"	"true"	"true"	"true"	"zombie"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"true"	"false"	"0"	"0"	"false"	"false"
"46036"	"10334"	"Corrupted Skeleton Knight"	""	"부패한 해골기사"	"$4793 $4797"	"Aden Castle Dungeon"	"L1Monster"	"5677"	"75"	"1300"	"20"	"-74"	"35"	"18"	"20"	"5"	"12"	"85"	"11000"	"-70"	"false"	"FIRE"	"2"	"false"	"1080"	"1080"	"1080"	"1080"	"UNDEAD_BOSS"	"NONE"	"true"	"true"	"true"	"skeleton"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"40"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"true"	"false"	"0"	"0"	"true"	"false"
"46037"	"0"	"Warlock Maya"	""	"흑마법사 마야"	"$4798"	""	"L1Monster"	"5212"	"59"	"1177"	"50"	"-38"	"18"	"18"	"18"	"23"	"23"	"69"	"3901"	"-250"	"true"	"FIRE"	"1"	"false"	"1080"	"1080"	"1080"	"1080"	"NONE"	"NONE"	"true"	"true"	"true"	""	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"180"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"true"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"true"	"false"	"0"	"0"	"true"	"false"
"46038"	"2684"	"Summoned Creature of Maya"	""	"마야의 소환물"	"$4851"	""	"L1Monster"	"5677"	"35"	"400"	"200"	"-22"	"16"	"16"	"18"	"10"	"15"	"35"	"1026"	"-35"	"true"	"FIRE"	"2"	"false"	"1080"	"1080"	"1080"	"1080"	"UNDEAD_BOSS"	"NONE"	"true"	"true"	"true"	"skeleton"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46039"	"2686"	"Summoned Creature of Maya"	""	"마야의 소환물"	"$4851"	"(A)"	"L1Monster"	"5112"	"26"	"250"	"0"	"-12"	"14"	"16"	"6"	"5"	"2"	"13"	"145"	"-35"	"false"	"FIRE"	"1"	"false"	"2000"	"1040"	"1040"	"1040"	"UNDEAD"	"NONE"	"true"	"false"	"true"	"zombie"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"42"	"430"	"0"	"-24"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46040"	"2686"	"Summoned Creature of Maya"	""	"마야의 소환물"	"$4851"	"(B)"	"L1Monster"	"5110"	"26"	"250"	"0"	"-12"	"14"	"16"	"6"	"5"	"2"	"13"	"145"	"-35"	"false"	"FIRE"	"1"	"false"	"2000"	"1040"	"1040"	"1040"	"UNDEAD"	"NONE"	"true"	"false"	"true"	"zombie"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"42"	"430"	"0"	"-24"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46041"	"3172"	"Soul Devourer"	""	"영혼의 포식자"	"$5522"	"Monarch 45 Quest"	"L1Monster"	"3365"	"10"	"1200"	"70"	"-35"	"30"	"18"	"20"	"18"	"18"	"60"	"101"	"-120"	"false"	"NONE"	"1"	"false"	"760"	"1400"	"1400"	"1400"	"UNDEAD"	"NONE"	"false"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"50"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46042"	"0"	"Baby Kangaroo"	""	"아기 캥거루"	"$4079"	"pet"	"L1Monster"	"6325"	"5"	"25"	"5"	"20"	"12"	"10"	"12"	"10"	"10"	"10"	"26"	"0"	"false"	"NONE"	"1"	"true"	"640"	"1040"	"1040"	"1040"	"NONE"	"NONE"	"false"	"false"	"false"	"animal"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"2"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46043"	"0"	"Flaming Kangaroo"	""	"불꽃의 캥거루"	"$4080"	"pet"	"L1Monster"	"6322"	"5"	"40"	"15"	"20"	"16"	"10"	"18"	"10"	"15"	"15"	"26"	"0"	"false"	"NONE"	"1"	"true"	"560"	"1000"	"1000"	"1000"	"NONE"	"NONE"	"false"	"false"	"false"	"animal"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"2"	"5000"	"5"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46044"	"0"	"Baby Panda"	""	"아기 판다곰"	"$4077"	"pet"	"L1Monster"	"6310"	"5"	"30"	"10"	"25"	"10"	"12"	"10"	"10"	"12"	"12"	"26"	"0"	"false"	"NONE"	"1"	"true"	"640"	"1040"	"1040"	"1040"	"NONE"	"NONE"	"false"	"false"	"false"	"animal"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"2"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46045"	"0"	"Dreadful Panda"	""	"공포의 판다곰"	"$4078"	"pet"	"L1Monster"	"6314"	"5"	"45"	"15"	"30"	"14"	"10"	"14"	"10"	"15"	"70"	"26"	"0"	"false"	"NONE"	"1"	"true"	"560"	"1000"	"1000"	"1000"	"NONE"	"NONE"	"false"	"false"	"false"	"animal"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"2"	"5000"	"5"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46046"	"0"	"Gold Dragon"	""	"골드 드래곤"	"$4076"	"pet"	"L1Monster"	"6396"	"5"	"60"	"40"	"30"	"16"	"16"	"16"	"10"	"15"	"15"	"26"	"0"	"false"	"NONE"	"1"	"true"	"480"	"800"	"1172"	"1172"	"NONE"	"NONE"	"false"	"false"	"false"	"animal"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"8"	"5000"	"4"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46047"	"0"	"Dark Elf General"	""	"다크엘프 제너럴"	"$2885"	"Underground Ohora Cave"	"L1Monster"	"3366"	"43"	"900"	"50"	"-40"	"20"	"18"	"15"	"17"	"17"	"45"	"850"	"-50"	"false"	"FIRE"	"2"	"false"	"360"	"1000"	"1000"	"1000"	"NONE"	"NONE"	"true"	"true"	"true"	""	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46048"	"0"	"Fish"	""	"물고기"	"$1493"	"underground waterway 4"	"L1Monster"	"1634"	"1"	"30000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"NONE"	"0"	"false"	"2000"	"0"	"0"	"0"	"NONE"	"NONE"	"false"	"false"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46049"	"0"	"Fish"	""	"물고기"	"$1493"	"underground waterway 4"	"L1Monster"	"1640"	"1"	"30000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"NONE"	"0"	"false"	"2000"	"0"	"0"	"0"	"NONE"	"NONE"	"false"	"false"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46050"	"0"	"Fish"	""	"물고기"	"$1493"	"underground waterway 4"	"L1Monster"	"1653"	"1"	"30000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"NONE"	"0"	"false"	"2000"	"0"	"0"	"0"	"NONE"	"NONE"	"false"	"false"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46051"	"0"	"Fish"	""	"물고기"	"$1493"	"underground waterway 4"	"L1Monster"	"1655"	"1"	"30000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"NONE"	"0"	"false"	"2000"	"0"	"0"	"0"	"NONE"	"NONE"	"false"	"false"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46052"	"0"	"Fish"	""	"물고기"	"$1493"	"underground waterway 4"	"L1Monster"	"1657"	"1"	"30000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"NONE"	"0"	"false"	"2000"	"0"	"0"	"0"	"NONE"	"NONE"	"false"	"false"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46053"	"0"	"Evil Spirit of Ship Graveyard"	""	"선박의 악령"	"$4972"	"Ship's Graveyard Training Jar"	"L1Monster"	"3364"	"45"	"1000"	"200"	"-35"	"23"	"20"	"17"	"12"	"12"	"45"	"1026"	"-38"	"false"	"FIRE"	"1"	"false"	"640"	"640"	"640"	"640"	"NONE"	"NONE"	"true"	"true"	"true"	"elemental"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"20"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46054"	"0"	"Deep Sea Crabman"	""	"심해의 크랩맨"	"$4315"	"Ship's Graveyard Training Jar"	"L1Monster"	"1610"	"32"	"450"	"20"	"-28"	"18"	"16"	"16"	"8"	"8"	"30"	"1025"	"-20"	"false"	"WIND"	"2"	"false"	"960"	"1000"	"1000"	"1000"	"NONE"	"NONE"	"true"	"true"	"true"	"crab"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"9"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46055"	"2778"	"Drowned Male"	""	"익사한 영혼"	"$4289"	"Ship"	"L1Monster"	"5484"	"38"	"600"	"30"	"-40"	"18"	"15"	"18"	"10"	"8"	"60"	"1445"	"-50"	"false"	"WIND"	"1"	"false"	"640"	"640"	"640"	"640"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"drown"	"1"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"12"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46056"	"1924"	"Skeletal Pirate"	""	"러버 뼈 솔저"	"$3387"	"mob for trap"	"L1Monster"	"4186"	"26"	"220"	"10"	"-18"	"16"	"12"	"16"	"10"	"10"	"40"	"0"	"-25"	"false"	"FIRE"	"2"	"true"	"640"	"1120"	"1120"	"1120"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"pirate"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46057"	"1925"	"Skeletal Pirate Soldier"	""	"라바본아챠"	"$3388"	"mob for trap"	"L1Monster"	"4190"	"28"	"260"	"20"	"-16"	"14"	"12"	"18"	"10"	"10"	"25"	"0"	"-30"	"false"	"FIRE"	"10"	"false"	"960"	"1400"	"1400"	"1400"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"pirate"	"1"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"true"	"66"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46058"	"1966"	"Skeletal Pirate Captain"	""	"러버 얼간이"	"$3389"	"mob for trap"	"L1Monster"	"4188"	"32"	"350"	"10"	"-23"	"18"	"16"	"14"	"10"	"12"	"40"	"0"	"-35"	"false"	"FIRE"	"2"	"false"	"640"	"1200"	"1200"	"1200"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"pirate"	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"true"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46059"	"1923"	"Skeletal Pirate Rogue"	""	"러버 뼈 나이프"	"$3730"	"mob for trap"	"L1Monster"	"4796"	"32"	"500"	"50"	"-25"	"18"	"14"	"16"	"6"	"15"	"60"	"0"	"-40"	"false"	"FIRE"	"6"	"false"	"640"	"1200"	"1200"	"1200"	"UNDEAD"	"NONE"	"true"	"true"	"true"	"pirate"	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"true"	"4799"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46060"	"0"	"Hell Creature"	""	"헬 크리처"	"$3812"	"Rastabad"	"L1Monster"	"11140"	"86"	"1195"	"338"	"-100"	"17"	"17"	"9"	"26"	"17"	"78"	"8000"	"-5"	"false"	"FIRE"	"1"	"false"	"1480"	"960"	"1120"	"1120"	"NONE"	"NONE"	"true"	"true"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"25"	"5000"	"25"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"true"	"false"
"46065"	"0"	"Otyu"	""	"오튜"	"$4306"	"Rastabad"	"L1Monster"	"11173"	"84"	"1277"	"30"	"-98"	"17"	"17"	"17"	"17"	"17"	"54"	"7500"	"-5"	"false"	"FIRE"	"3"	"false"	"1280"	"1120"	"1120"	"1120"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"6000"	"25"	"6000"	"100"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"true"	"false"
"46066"	"0"	"Tyupon"	""	"튜폰"	"$4308"	"Rastabad"	"L1Monster"	"11175"	"88"	"1716"	"54"	"-103"	"22"	"35"	"13"	"9"	"9"	"30"	"8000"	"-5"	"true"	"FIRE"	"1"	"false"	"1200"	"1320"	"1360"	"1280"	"NONE"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"6000"	"35"	"6000"	"25"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"true"	"false"
"46067"	"0"	"Wyvern"	""	"와이번"	"$4307"	"Rastabad"	"L1Monster"	"11174"	"90"	"1980"	"82"	"-106"	"18"	"14"	"9"	"23"	"27"	"94"	"7000"	"-5"	"true"	"FIRE"	"1"	"false"	"1280"	"1200"	"1360"	"1360"	"NONE"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"6000"	"25"	"6000"	"25"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"true"	"false"
"46068"	"0"	"Fire Egg"	""	"파이어 에그"	"$1570"	""	"L1Monster"	"1820"	"25"	"120"	"10"	"-14"	"16"	"18"	"16"	"12"	"16"	"35"	"626"	"-18"	"false"	"WATER"	"1"	"false"	"1440"	"880"	"880"	"880"	"NONE"	"NONE"	"true"	"false"	"false"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"0"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"-1"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46069"	"0"	"Unchosen One"	""	"선택되지 않았던 사람"	"$4986"	"grave of sand"	"L1Monster"	"5574"	"30"	"400"	"30"	"-55"	"20"	"15"	"11"	"3"	"2"	"100"	"800"	"-5"	"false"	"WIND"	"1"	"false"	"1280"	"880"	"880"	"880"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"-1"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46070"	"0"	"Unchosen One"	""	"선택되지 않았던 사람"	"$4986"	"Pas (before transformation)"	"L1Monster"	"5655"	"32"	"600"	"30"	"-40"	"12"	"16"	"11"	"16"	"8"	"100"	"0"	"0"	"false"	"EARTH"	"1"	"false"	"800"	"960"	"1200"	"1200"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"46071"	"5665"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46071"	"0"	"Unchosen One"	""	"선택받지 못한 자"	"$4986"	"Pas (after transformation)"	"L1Monster"	"5657"	"32"	"100"	"30"	"-35"	"12"	"16"	"11"	"16"	"8"	"100"	"1100"	"-5"	"false"	"EARTH"	"1"	"false"	"960"	"1120"	"1000"	"1000"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"-1"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46072"	"0"	"Unchosen One"	""	"선택받지 못한 자"	"$4986"	"Fasaz (before transformation)"	"L1Monster"	"5461"	"35"	"800"	"30"	"-50"	"13"	"18"	"11"	"18"	"8"	"100"	"0"	"0"	"true"	"EARTH"	"1"	"false"	"800"	"960"	"1200"	"1200"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"0"	"46073"	"5665"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46073"	"0"	"Unchosen One"	""	"선택받지 못한 자"	"$4986"	"Pasaz (after transformation)"	"L1Monster"	"5463"	"35"	"150"	"30"	"-45"	"13"	"18"	"11"	"18"	"8"	"100"	"2500"	"-5"	"true"	"EARTH"	"1"	"false"	"960"	"1000"	"1120"	"1120"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"false"	"false"	"0"	"-1"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46074"	"0"	"Unchosen One"	""	"선택받지 못한 자"	"$4986"	"Shiva of the Earth"	"L1Monster"	"5338"	"35"	"500"	"30"	"-45"	"18"	"21"	"11"	"21"	"8"	"100"	"1100"	"-5"	"true"	"WIND"	"6"	"false"	"960"	"1040"	"1040"	"1040"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"false"	"false"	"false"	"5341"	"-1"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
"46075"	"0"	"Unchosen One"	""	"선택받지 못한 자"	"$4986"	"Shiva of the Wind"	"L1Monster"	"5317"	"35"	"500"	"30"	"-45"	"15"	"11"	"11"	"18"	"8"	"100"	"1100"	"-5"	"true"	"EARTH"	"6"	"false"	"960"	"1040"	"1040"	"1040"	"DEMON"	"NONE"	"true"	"true"	"true"	""	"0"	"-1"	"-1"	"false"	"0"	"false"	"5000"	"10"	"5000"	"50"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"false"	"false"	"false"	"5320"	"-1"	"-1"	"0"	"0"	"false"	"false"	"0"	"0"	"false"	"false"
