"id"	"name"	"count"	"npc_templateid"	"group_id"	"locx"	"locy"	"randomx"	"randomy"	"locx1"	"locy1"	"locx2"	"locy2"	"heading"	"min_respawn_delay"	"max_respawn_delay"	"mapid"	"respawn_screen"	"movement_distance"	"rest"	"near_spawn"
"1611"	"Ghast"	"7"	"45213"	"0"	"32998"	"33427"	"50"	"50"	"32964"	"33367"	"33016"	"33480"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1612"	"Troll"	"7"	"45280"	"0"	"32998"	"33427"	"50"	"50"	"32964"	"33367"	"33016"	"33480"	"0"	"30"	"60"	"4"	"0"	"0"	"0"	"0"
"1613"	"Jungle Tiger"	"4"	"7311133"	"0"	"33457"	"32459"	"50"	"50"	"33422"	"32454"	"33486"	"32490"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1614"	"Jungle Tiger"	"4"	"7311133"	"0"	"33427"	"32499"	"50"	"50"	"33404"	"32498"	"33496"	"32516"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1615"	"Lizard"	"4"	"7311124"	"0"	"33457"	"32459"	"50"	"50"	"33422"	"32454"	"33486"	"32490"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1616"	"Lizard"	"4"	"7311124"	"0"	"33427"	"32499"	"50"	"50"	"33404"	"32498"	"33496"	"32516"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1617"	"Kiwi Parrot"	"4"	"7311123"	"0"	"33457"	"32459"	"50"	"50"	"33422"	"32454"	"33486"	"32490"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1618"	"Kiwi Parrot"	"4"	"7311123"	"0"	"33427"	"32499"	"50"	"50"	"33404"	"32498"	"33496"	"32516"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"1777"	"Black Knight Chef"	"1"	"8513"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"60"	"120"	"10"	"1"	"0"	"0"	"0"
"1778"	"Rat"	"2"	"8516"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"20"	"40"	"10"	"1"	"0"	"0"	"0"
"1779"	"Large Rat"	"2"	"8517"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"20"	"40"	"10"	"1"	"0"	"0"	"0"
"1780"	"Cat"	"2"	"8518"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"20"	"40"	"10"	"1"	"0"	"0"	"0"
"1781"	"Rat"	"2"	"8516"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"20"	"40"	"11"	"1"	"0"	"0"	"0"
"1782"	"Large Rat"	"2"	"8517"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"20"	"40"	"11"	"1"	"0"	"0"	"0"
"1783"	"Cat"	"2"	"8518"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"20"	"40"	"11"	"1"	"0"	"0"	"0"
"1784"	"Rat"	"2"	"8516"	"0"	"0"	"0"	"0"	"0"	"32743"	"32726"	"32792"	"32748"	"0"	"20"	"40"	"12"	"1"	"0"	"0"	"0"
"1785"	"Large Rat"	"2"	"8517"	"0"	"0"	"0"	"0"	"0"	"32743"	"32726"	"32792"	"32748"	"0"	"20"	"40"	"12"	"1"	"0"	"0"	"0"
"1786"	"Cat"	"2"	"8518"	"0"	"0"	"0"	"0"	"0"	"32743"	"32726"	"32792"	"32748"	"0"	"20"	"40"	"12"	"1"	"0"	"0"	"0"
"1788"	"Black Knight Chef"	"1"	"8513"	"0"	"0"	"0"	"0"	"0"	"32736"	"32720"	"32800"	"32751"	"0"	"60"	"120"	"11"	"1"	"0"	"0"	"0"
"1998"	"High Lizardman"	"1"	"7200101"	"0"	"33505"	"33338"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2000"	"Mad Lizardman"	"1"	"7200100"	"0"	"33531"	"33289"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2002"	"High Lizardman"	"2"	"7200101"	"0"	"33465"	"33269"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2004"	"Heavy Lizardman"	"1"	"7200102"	"0"	"33441"	"33304"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2006"	"Mad Lizardman"	"1"	"7200100"	"0"	"33467"	"33365"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2008"	"High Lizardman"	"1"	"7200101"	"0"	"33424"	"33298"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2010"	"Heavy Lizardman"	"1"	"7200102"	"0"	"33384"	"33374"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2012"	"Mad Lizardman"	"2"	"7200100"	"0"	"33352"	"33415"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2014"	"High Lizardman"	"2"	"7200101"	"0"	"33354"	"33447"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2016"	"Heavy Lizardman"	"2"	"7200102"	"0"	"33331"	"33406"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2018"	"Mad Lizardman"	"1"	"7200100"	"0"	"33351"	"33345"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2020"	"High Lizardman"	"1"	"7200101"	"0"	"33429"	"33344"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2022"	"Heavy Lizardman"	"1"	"7200102"	"0"	"33340"	"33338"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2024"	"Mad Lizardman"	"1"	"7200100"	"0"	"33346"	"33271"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2027"	"High Lizardman"	"1"	"7200101"	"0"	"33295"	"33366"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2029"	"Heavy Lizardman"	"1"	"7200102"	"0"	"33358"	"33290"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2031"	"Mad Lizardman"	"1"	"7200100"	"0"	"33376"	"33223"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2033"	"High Lizardman"	"2"	"7200101"	"0"	"33431"	"33178"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2035"	"Heavy Lizardman"	"1"	"7200102"	"0"	"33439"	"33248"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2037"	"Mad Lizardman"	"1"	"7200100"	"0"	"33340"	"33214"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2039"	"High Lizardman"	"1"	"7200101"	"0"	"33294"	"33152"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2041"	"Heavy Lizardman"	"2"	"7200102"	"0"	"33370"	"33167"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2043"	"Mad Lizardman"	"2"	"7200100"	"0"	"33369"	"33144"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2045"	"High Lizardman"	"2"	"7200101"	"0"	"33391"	"33130"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2047"	"Heavy Lizardman"	"1"	"7200102"	"0"	"33482"	"33141"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2049"	"Mad Lizardman"	"1"	"7200100"	"0"	"33536"	"33105"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2066"	"Lizardman"	"15"	"76002"	"0"	"32623"	"33328"	"0"	"0"	"32567"	"33305"	"32680"	"33352"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2067"	"Griffon"	"7"	"75000"	"0"	"32623"	"33328"	"0"	"0"	"32567"	"33305"	"32680"	"33352"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2068"	"Floating Eye"	"7"	"45068"	"0"	"32623"	"33328"	"0"	"0"	"32567"	"33305"	"32680"	"33352"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2069"	"Golem"	"10"	"100000022"	"0"	"32623"	"33328"	"0"	"0"	"32567"	"33305"	"32680"	"33352"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2070"	"Lizardman"	"10"	"76002"	"0"	"32750"	"33469"	"0"	"0"	"32592"	"33442"	"32909"	"33496"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2071"	"Griffon"	"10"	"75000"	"0"	"32750"	"33469"	"0"	"0"	"32592"	"33442"	"32909"	"33496"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2072"	"Floating Eye"	"10"	"45068"	"0"	"32750"	"33469"	"0"	"0"	"32592"	"33442"	"32909"	"33496"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2073"	"Golem"	"10"	"100000022"	"0"	"32750"	"33469"	"0"	"0"	"32592"	"33442"	"32909"	"33496"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2087"	"Lizardman"	"1"	"76002"	"0"	"33934"	"32826"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2088"	"Lizardman"	"1"	"76002"	"0"	"33942"	"32849"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2089"	"Lizardman"	"1"	"76002"	"0"	"33955"	"32875"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2090"	"Lizardman"	"1"	"76002"	"0"	"33946"	"32893"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2091"	"Lizardman"	"1"	"76002"	"0"	"33982"	"32883"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2092"	"Lizardman"	"1"	"76002"	"0"	"33990"	"32861"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2093"	"Lizardman"	"1"	"76002"	"0"	"34004"	"32842"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2094"	"Lizardman"	"1"	"76002"	"0"	"34005"	"32822"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2095"	"Lizardman"	"1"	"76002"	"0"	"33983"	"32813"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2096"	"Lizardman"	"1"	"76002"	"0"	"33987"	"32781"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2097"	"Lizardman"	"1"	"76002"	"0"	"34010"	"32777"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2098"	"Lizardman"	"1"	"76002"	"0"	"34047"	"32784"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2099"	"Lizardman"	"1"	"76002"	"0"	"34045"	"32805"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2100"	"Lizardman"	"1"	"76002"	"0"	"33985"	"32840"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2101"	"Lizardman"	"1"	"76002"	"0"	"33956"	"32821"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2102"	"Lizardman"	"1"	"76002"	"0"	"33908"	"32814"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2103"	"Lizardman"	"1"	"76002"	"0"	"33906"	"32782"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2104"	"Lizardman"	"1"	"76002"	"0"	"33933"	"32752"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2105"	"Lizardman"	"1"	"76002"	"0"	"33957"	"32789"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2106"	"Lizardman"	"1"	"76002"	"0"	"33979"	"32850"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2107"	"Lizardman"	"1"	"76002"	"0"	"33925"	"32861"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2109"	"Owlbear"	"2"	"45371"	"0"	"33518"	"33317"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2111"	"Owlbear"	"1"	"45371"	"0"	"33505"	"33287"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2113"	"Owlbear"	"1"	"45371"	"0"	"33434"	"33354"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2115"	"Owlbear"	"1"	"45371"	"0"	"33400"	"33314"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2117"	"Owlbear"	"2"	"45371"	"0"	"33371"	"33442"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2119"	"Owlbear"	"1"	"45371"	"0"	"33386"	"33343"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2121"	"Owlbear"	"2"	"45371"	"0"	"33466"	"33376"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2123"	"Owlbear"	"1"	"45371"	"0"	"33375"	"33295"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2126"	"Owlbear"	"1"	"45371"	"0"	"33332"	"33303"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2128"	"Owlbear"	"1"	"45371"	"0"	"33447"	"33203"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2130"	"Owlbear"	"2"	"45371"	"0"	"33329"	"33146"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2132"	"Owlbear"	"1"	"45371"	"0"	"33378"	"33170"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2134"	"Owlbear"	"1"	"45371"	"0"	"33503"	"33147"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2136"	"Owlbear"	"1"	"45371"	"0"	"33442"	"33172"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2138"	"Owlbear"	"2"	"45371"	"0"	"33440"	"33125"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2140"	"Owlbear"	"1"	"45371"	"0"	"33530"	"33098"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2142"	"Owlbear"	"1"	"45371"	"0"	"33579"	"33141"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"2144"	"Owlbear"	"1"	"45371"	"0"	"34111"	"32895"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2150"	"Owlbear"	"1"	"45371"	"0"	"34127"	"32839"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2160"	"Owlbear"	"1"	"45371"	"0"	"34204"	"32976"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2300"	"Grid"	"70"	"70400"	"0"	"34395"	"32345"	"0"	"0"	"34317"	"32261"	"34473"	"32430"	"0"	"20"	"50"	"4"	"1"	"0"	"0"	"0"
"2301"	"Grid Liz"	"60"	"70401"	"0"	"34395"	"32345"	"0"	"0"	"34317"	"32261"	"34473"	"32430"	"0"	"20"	"50"	"4"	"1"	"0"	"0"	"0"
"2302"	"Grid Mage"	"50"	"70402"	"0"	"34395"	"32345"	"0"	"0"	"34317"	"32261"	"34473"	"32430"	"0"	"20"	"50"	"4"	"1"	"0"	"0"	"0"
"2481"	"Spartoi"	"1"	"45161"	"0"	"32740"	"32928"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2483"	"Spartoi"	"1"	"45161"	"0"	"32732"	"32932"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2485"	"Spartoi"	"1"	"45161"	"0"	"32748"	"32936"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2487"	"Spartoi"	"1"	"45161"	"0"	"32752"	"32914"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2489"	"Spartoi"	"1"	"45161"	"0"	"32723"	"32942"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2597"	"Spartoi"	"1"	"45161"	"0"	"32781"	"33089"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2599"	"Spartoi"	"1"	"45161"	"0"	"32910"	"32947"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2601"	"Spartoi"	"1"	"45161"	"0"	"32922"	"32914"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2603"	"Spartoi"	"1"	"45161"	"0"	"32889"	"32900"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2605"	"Spartoi"	"1"	"45161"	"0"	"32858"	"32926"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"2607"	"Spartoi"	"1"	"45161"	"0"	"32824"	"32929"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"3305"	"Ghast"	"3"	"45213"	"0"	"32561"	"32370"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3307"	"Ghast"	"3"	"45213"	"0"	"32549"	"32308"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3316"	"Elder"	"1"	"100000021"	"7"	"32941"	"32757"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3319"	"Elder"	"1"	"100000021"	"7"	"32898"	"32812"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3321"	"Elder"	"1"	"100000021"	"7"	"32895"	"32844"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3454"	"Ramia"	"2"	"45229"	"0"	"33540"	"33319"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3455"	"Ramia"	"1"	"45229"	"0"	"33520"	"33307"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3456"	"Ramia"	"1"	"45230"	"0"	"33496"	"33332"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3457"	"Ramia"	"2"	"45229"	"0"	"33508"	"33307"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3458"	"Ramia"	"1"	"45230"	"0"	"33522"	"33283"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3459"	"Ramia"	"2"	"45229"	"0"	"33483"	"33265"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3461"	"Ramia"	"1"	"45229"	"0"	"33428"	"33333"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3463"	"Ramia"	"2"	"45230"	"0"	"33437"	"33285"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3465"	"Ramia"	"1"	"45229"	"0"	"33391"	"33369"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3467"	"Ramia"	"2"	"45229"	"0"	"33367"	"33450"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3469"	"Ramia"	"2"	"45229"	"0"	"33337"	"33378"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3471"	"Ramia"	"1"	"45229"	"0"	"33395"	"33335"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3473"	"Ramia"	"1"	"45230"	"0"	"33434"	"33383"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3475"	"Ramia"	"1"	"45230"	"0"	"33451"	"33383"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3476"	"Ramia"	"1"	"45229"	"0"	"33448"	"33329"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3477"	"Ramia"	"1"	"45229"	"0"	"33385"	"33305"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3478"	"Ramia"	"1"	"45229"	"0"	"33338"	"33265"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3479"	"Ramia"	"1"	"45230"	"0"	"33305"	"33269"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3480"	"Ramia"	"2"	"45230"	"0"	"33303"	"33378"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3481"	"Ramia"	"2"	"45229"	"0"	"33318"	"33324"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3482"	"Ramia"	"2"	"45229"	"0"	"33367"	"33283"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3483"	"Ramia"	"2"	"45230"	"0"	"33385"	"33230"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3485"	"Ramia"	"2"	"45229"	"0"	"33448"	"33237"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3487"	"Ramia"	"2"	"45230"	"0"	"33323"	"33210"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3489"	"Ramia"	"1"	"45230"	"0"	"33315"	"33188"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3491"	"Ramia"	"1"	"45229"	"0"	"33319"	"33175"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3493"	"Ramia"	"1"	"45229"	"0"	"33366"	"33319"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3495"	"Ramia"	"2"	"45230"	"0"	"33393"	"33212"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3497"	"Ramia"	"1"	"45230"	"0"	"33424"	"33265"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3499"	"Ramia"	"1"	"45229"	"0"	"33513"	"33153"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3501"	"Ramia"	"2"	"45229"	"0"	"33458"	"33151"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3503"	"Ramia"	"1"	"45229"	"0"	"33406"	"33119"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3505"	"Ramia"	"2"	"45230"	"0"	"33492"	"33108"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3507"	"Ramia"	"2"	"45229"	"0"	"33560"	"33133"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
"3509"	"Ramia"	"1"	"45230"	"0"	"33559"	"33103"	"30"	"30"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"1"	"0"	"0"	"0"
