"mobId"	"mobname_kr"	"mobname_en"	"moblevel"	"itemId"	"itemname_kr"	"itemname_en"	"min"	"max"	"chance"	"Enchant"
"45370"	"산적 두목"	"Bandit Leader"	"35"	"40308"	"아데나"	"Adena"	"205"	"250"	"100000"	"0"
"45370"	"산적 두목"	"Bandit Leader"	"35"	"140100"	"순간이동 주문서"	"Teleport Scroll"	"1"	"1"	"10000"	"0"
"45371"	"아울베어"	"Owlbear"	"1"	"40014"	"용기의 물약"	"Brave Potion"	"1"	"1"	"3500"	"0"
"45371"	"아울베어"	"Owlbear"	"1"	"40304"	"마프르의 유산"	"Relic of Maphr"	"1"	"1"	"4000"	"0"
"45371"	"아울베어"	"Owlbear"	"1"	"40308"	"아데나"	"Adena"	"162"	"475"	"100000"	"0"
"45371"	"아울베어"	"Owlbear"	"1"	"3000028"	"할파스의 집념"	"Halpas Obession"	"1"	"1"	"1300"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"0"	"20003"	"강철 면갑"	"Iron Visor"	"1"	"1"	"500"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"0"	"20091"	"강철 판금 갑옷"	"Iron Plate Mail"	"1"	"1"	"500"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"0"	"20163"	"강철 장갑"	"Iron Gloves"	"1"	"1"	"500"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"0"	"20220"	"강철 방패"	"Iron Shield"	"1"	"1"	"500"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"68"	"22261"	"돌 장갑"	"Stone Gloves"	"1"	"1"	"10"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"68"	"31096"	"환생의 보석"	"Jewel of Reincarnation"	"1"	"1"	"200"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"0"	"37042"	"돌 장갑 (소생)"	"Stone Gloves (Revival)"	"1"	"1"	"100"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"68"	"40306"	"에바의 유산"	"Relic of Eva"	"1"	"1"	"4000"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"68"	"40308"	"아데나"	"Adena"	"182"	"674"	"100000"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"68"	"210013"	"기억의 수정(일루션 골렘)"	"Memory Crystal (Illusion[Golem])"	"1"	"1"	"800"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"0"	"700015"	"얼어붙은 여인의 눈물"	"Tears of Ice Queen"	"1"	"10"	"100000"	"0"
"45372"	"아이언 골렘"	"Iron Golem"	"68"	"3000028"	"할파스의 집념"	"Halpas Obession"	"1"	"1"	"1700"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40014"	"용기의 물약"	"Brave Potion"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40018"	"강화 초록 물약"	"Greater Haste Potion"	"1"	"1"	"10000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40177"	"마법서 (어스 재일)"	"Spellbook (Earth Jail)"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40187"	"마법서 (인챈트 마이티)"	"Spellbook (Enchant: STR)"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40188"	"마법서 (헤이스트)"	"Spellbook (Haste)"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40190"	"마법서 (이럽션)"	"Spellbook (Eruption)"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40199"	"마법서 (그레이터 헤이스트)"	"Spellbook (Greater Haste)"	"1"	"1"	"2000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40207"	"마법서 (어스 퀘이크)"	"Spellbook (Earth Quake)"	"1"	"1"	"2000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40241"	"정령의 수정 (엘리멘탈 폴다운)"	"Spirit Crystal (Elemental Falldown)"	"1"	"1"	"2000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40252"	"정령의 수정 (엑조틱 바이탈라이즈)"	"Spirit Crystal (Exotic Vitalize)"	"1"	"1"	"2000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40304"	"마프르의 유산"	"Relic of Maphr"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"40308"	"아데나"	"Adena"	"400"	"500"	"100000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"100102"	"루선해머"	"Lucern Hammer"	"1"	"1"	"2000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"210024"	"용기사의 서판(각성[안타라스])"	"Dragon Tablet (Awakening:Antharas)"	"1"	"1"	"1000"	"0"
"45373"	"에틴"	"Ettin"	"45"	"3000028"	"할파스의 집념"	"Halpas Obession"	"1"	"1"	"1500"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"20172"	"빙령의 장갑"	"Gloves of Water Spirit"	"1"	"1"	"100"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"20289"	"심연의 반지"	"Abyss Ring"	"1"	"1"	"200"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"31096"	"환생의 보석"	"Jewel of Reincarnation"	"1"	"1"	"100"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"40015"	"마나 회복 물약"	"Mana Potion"	"1"	"1"	"500"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"40100"	"순간이동 주문서"	"Teleport Scroll"	"1"	"1"	"10000"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"40306"	"에바의 유산"	"Relic of Eva"	"1"	"1"	"1000"	"0"
"45374"	"지저 리자드맨"	"Subterranean Lizardman"	"35"	"40308"	"아데나"	"Adena"	"170"	"200"	"100000"	"0"
"45379"	"다크엘프 위자드"	"Dark Elf Wizard"	"72"	"132"	"신관의 지팡이"	"Priest's Staff"	"1"	"1"	"100"	"0"
"45379"	"다크엘프 위자드"	"Dark Elf Wizard"	"72"	"20176"	"신관의 장갑"	"Gloves of New King"	"1"	"1"	"200"	"0"
"45379"	"다크엘프 위자드"	"Dark Elf Wizard"	"72"	"20208"	"신관의 부츠"	"Boots of New King"	"1"	"1"	"200"	"0"
"45379"	"다크엘프 위자드"	"Dark Elf Wizard"	"72"	"20233"	"신관의 마력서"	"Scroll of New King"	"1"	"1"	"200"	"0"
"45379"	"다크엘프 위자드"	"Dark Elf Wizard"	"71"	"30133"	"부서진 지진의 반지"	"Chipped Earth Ring"	"1"	"1"	"20"	"0"
"45379"	"다크엘프 위저드"	"Dark Elf Wizard"	"41"	"40969"	"영혼의 결정체"	"Soul Crystal"	"64"	"94"	"50000"	"0"
"45379"	"다크엘프 위저드"	"Dark Elf Wizard"	"41"	"410061"	"마물의 기운"	"Evil Vitality"	"1"	"1"	"2000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"20115"	"미늘 갑옷"	"Splint Mail"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"20227"	"메두사 방패"	"Shield of Medusa"	"1"	"1"	"500"	"0"
"45380"	"메두사"	"Medusa"	"36"	"20229"	"반사 방패"	"Shield of Reflection"	"1"	"1"	"450"	"0"
"45380"	"메두사"	"Medusa"	"36"	"20254"	"매력의 목걸이"	"Amulet of Charisma"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"500"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"2000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"500"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40089"	"부활 주문서"	"Resurrect Scroll"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40100"	"순간이동 주문서"	"Teleport Scroll"	"1"	"1"	"10000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40189"	"마법서 (캔슬레이션)"	"Spellbook (Cancel)"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40192"	"마법서 (위크니스)"	"Spellbook (Weakness)"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40201"	"마법서 (인챈트 어큐러시)"	"Spellbook (Enchance Accuracy)"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40213"	"마법서 (이뮨 투 함)"	"Spellbook (Immune To Harm)"	"1"	"1"	"300"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40223"	"마법서 (앱솔루트 배리어)"	"Spellbook (Absolute Barrier)"	"1"	"1"	"70"	"0"
"45380"	"메두사"	"Medusa"	"36"	"40275"	"흑정령의 수정 (더블 브레이크)"	"Dark Spirit Crystal (Double Break)"	"1"	"1"	"2000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"140074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"200"	"0"
"45380"	"메두사"	"Medusa"	"36"	"140087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"100"	"0"
"45380"	"메두사"	"Medusa"	"36"	"210006"	"기억의 수정(마인드 브레이크)"	"Memory Crystal (Mind Break)"	"1"	"1"	"1000"	"0"
"45380"	"메두사"	"Medusa"	"36"	"240074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"400"	"0"
"45380"	"메두사"	"Medusa"	"36"	"240087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"200"	"0"
"45380"	"메두사"	"Medusa"	"36"	"830001"	"오만의 탑 11층 이동 주문서"	"TOI 1F Teleport Scroll"	"1"	"1"	"10000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"4000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"500"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40092"	"빈 주문서 (레벨 3)"	"Blank Scroll (Lv 3)"	"1"	"1"	"2000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40093"	"빈 주문서 (레벨 4)"	"Blank Scroll (Lv 4)"	"1"	"1"	"2000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40094"	"빈 주문서 (레벨 5)"	"Blank Scroll (Lv 5)"	"1"	"1"	"2000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40306"	"에바의 유산"	"Relic of Eva"	"1"	"1"	"1000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40307"	"사이하의 유산"	"Relic of Sayha"	"1"	"1"	"1000"	"0"
"45382"	"지저 전갈 미스틱"	"Subterranean Scormystic"	"36"	"40308"	"아데나"	"Adena"	"170"	"220"	"100000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"4000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"500"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40092"	"빈 주문서 (레벨 3)"	"Blank Scroll (Lv 3)"	"1"	"1"	"2000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40093"	"빈 주문서 (레벨 4)"	"Blank Scroll (Lv 4)"	"1"	"1"	"2000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40094"	"빈 주문서 (레벨 5)"	"Blank Scroll (Lv 5)"	"1"	"1"	"2000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40306"	"에바의 유산"	"Relic of Eva"	"1"	"1"	"1000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40307"	"사이하의 유산"	"Relic of Sayha"	"1"	"1"	"1000"	"0"
"45383"	"지저 전갈 파이탄"	"Subterranean Scorpaitan"	"36"	"40308"	"아데나"	"Adena"	"200"	"220"	"100000"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"40015"	"마나 회복 물약"	"Mana Potion"	"1"	"1"	"1000"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"40088"	"변신 주문서"	"Polymorph Scroll"	"1"	"1"	"3000"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"40188"	"마법서 (헤이스트)"	"Spellbook (Haste)"	"1"	"1"	"1000"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"40191"	"마법서 (선 버스트)"	"Spellbook (Sunburst)"	"1"	"1"	"1000"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"40305"	"파아그리오의 유산"	"Relic of Paagrio"	"1"	"1"	"1000"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"140074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"200"	"0"
"45384"	"공포의 파이어 에그"	"Horrific Fire Egg"	"37"	"140087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"100"	"0"
"45385"	"나이트메어"	"Nightmare"	"37"	"40415"	"유물주머니"	"Relic Pouch"	"1"	"1"	"5000"	"0"
"45386"	"댄싱 소드"	"Dancing Sword"	"37"	"27"	"언월도"	"Scimitar"	"1"	"1"	"8000"	"0"
"45386"	"댄싱 소드"	"Dancing Sword"	"37"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"1000"	"0"
"45386"	"댄싱 소드"	"Dancing Sword"	"37"	"40093"	"빈 주문서 (레벨 4)"	"Blank Scroll (Lv 4)"	"1"	"1"	"2000"	"0"
"45386"	"댄싱 소드"	"Dancing Sword"	"37"	"40275"	"흑정령의 수정 (더블 브레이크)"	"Dark Spirit Crystal (Double Break)"	"1"	"1"	"2000"	"0"
"45386"	"댄싱 소드"	"Dancing Sword"	"37"	"40444"	"블랙 미스릴 원석"	"Black Lump of Rough Mithril"	"1"	"1"	"5000"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40015"	"마나 회복 물약"	"Mana Potion"	"1"	"1"	"500"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"500"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40308"	"아데나"	"Adena"	"100"	"220"	"100000"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40318"	"마력의 돌"	"Magic Gem"	"1"	"1"	"100000"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40443"	"블랙 미스릴"	"Black Lump of Pure Mithril"	"1"	"1"	"3000"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40444"	"블랙 미스릴 원석"	"Black Lump of Rough Mithril"	"1"	"1"	"5000"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40524"	"검은 혈흔"	"Black Blood Stone"	"1"	"1"	"10000"	"0"
"45391"	"발록의 서큐버스"	"Varlok Succubus"	"37"	"40718"	"혈석 파편"	"Fragment of Blood Stone"	"1"	"2"	"10000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"20210"	"어둠의 부츠"	"Dark Boots"	"1"	"1"	"1000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"20281"	"변신 조종 반지"	"Ring of Polymorph Control"	"1"	"1"	"200"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40015"	"마나 회복 물약"	"Mana Potion"	"1"	"1"	"1000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"1000"	"0"
"45393"	"서큐 버스"	"Succubus"	"45"	"40088"	"변신 주문서"	"Polymorph Scroll"	"1"	"1"	"10000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40093"	"빈 주문서 (레벨 4)"	"Blank Scroll (Lv 4)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40183"	"마법서 (콘 오브 콜드)"	"Spellbook (Cone of Cold)"	"1"	"1"	"1000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40184"	"마법서 (마나 드레인)"	"Spellbook (Mana Drain)"	"1"	"1"	"1000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40186"	"마법서 (크리에이트 좀비)"	"Spellbook (Create Zombie)"	"1"	"1"	"1000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40196"	"마법서 (서먼 몬스터)"	"Spellbook (Summon)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40204"	"마법서 (블리자드)"	"Spellbook (Blizzard)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40214"	"마법서 (매스 텔레포트)"	"Spellbook (Mass Teleport)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40237"	"정령의 수정 (리턴 투 네이처)"	"Spirit Crystal (Return to Nature)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40240"	"정령의 수정 (트리플 애로우)"	"Spirit Crystal (Body to Mind)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40254"	"정령의 수정 (네이쳐스 터치)"	"Spirit Crystal (Nature's Touch)"	"1"	"1"	"2000"	"0"
"45393"	"서큐 버스"	"Succubus"	"45"	"40262"	"정령의 수정 (아이 오브 스톰)"	"Spirit Crystal (Storm Eye)"	"1"	"1"	"3000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40275"	"흑정령의 수정 (더블 브레이크)"	"Dark Spirit Crystal (Double Break)"	"1"	"1"	"2000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"40277"	"흑정령의 수정 (쉐도우 팽)"	"Dark Spirit Crystal (Shadow Fang)"	"1"	"1"	"2000"	"0"
"45393"	"서큐 버스"	"Succubus"	"45"	"40308"	"아데나"	"Adena"	"400"	"500"	"100000"	"0"
"45393"	"서큐 버스"	"Succubus"	"45"	"140100"	"순간 이동 주문서"	"Teleport Scroll"	"1"	"1"	"10000"	"0"
"45393"	"서큐버스"	"Succubus"	"45"	"210019"	"기억의 수정(큐브:밸런스)"	"Memory Crystal (Cube[Avatar])"	"1"	"1"	"1000"	"0"
"45393"	"서큐 버스"	"Succubus"	"45"	"3000028"	"할파스의 집념"	"Halpas Obession"	"1"	"1"	"1500"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"20210"	"어둠의 부츠"	"Dark Boots"	"1"	"1"	"1000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"20281"	"변신 조종 반지"	"Ring of Polymorph Control"	"1"	"1"	"200"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"20288"	"순간이동 조종 반지"	"Ring of Teleport Control"	"1"	"1"	"200"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40093"	"빈 주문서 (레벨 4)"	"Blank Scroll (Lv 4)"	"1"	"1"	"2000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40105"	"오만의 탑 21층 이동 주문서"	"Templar Silver Dagger"	"1"	"1"	"8000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40183"	"마법서 (콘 오브 콜드)"	"Spellbook (Cone of Cold)"	"1"	"1"	"1000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40186"	"마법서 (크리에이트 좀비)"	"Spellbook (Create Zombie)"	"1"	"1"	"1000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40196"	"마법서 (서먼 몬스터)"	"Spellbook (Summon)"	"1"	"1"	"2000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40204"	"마법서 (블리자드)"	"Spellbook (Blizzard)"	"1"	"1"	"1000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40237"	"정령의 수정 (리턴 투 네이처)"	"Spirit Crystal (Return to Nature)"	"1"	"1"	"2000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40254"	"정령의 수정 (네이쳐스 터치)"	"Spirit Crystal (Nature's Touch)"	"1"	"1"	"2000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40275"	"흑정령의 수정 (더블 브레이크)"	"Dark Spirit Crystal (Double Break)"	"1"	"1"	"2000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"40277"	"흑정령의 수정 (쉐도우 팽)"	"Dark Spirit Crystal (Shadow Fang)"	"1"	"1"	"2000"	"0"
"45394"	"서큐버스"	"Succubus"	"37"	"210019"	"기억의 수정(큐브:밸런스)"	"Memory Crystal (Cube[Avatar])"	"1"	"1"	"1000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40014"	"용기의 물약"	"Brave Potion"	"1"	"1"	"8000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40015"	"마나 회복 물약"	"Mana Potion"	"1"	"1"	"1000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"4000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40090"	"빈 주문서 (레벨 1)"	"Blank Scroll (Level 1)"	"1"	"1"	"500"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40091"	"빈 주문서 (레벨 2)"	"Blank Scroll (Lv 2)"	"1"	"1"	"1000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40171"	"마법서 (인챈트 덱스터리티)"	"Spellbook (Enchant: DEX)"	"1"	"1"	"1000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40187"	"마법서 (인챈트 마이티)"	"Spellbook (Enchant: STR)"	"1"	"1"	"1000"	"0"
"45399"	"사악한 미믹"	"Wicked Mimic"	"38"	"40277"	"흑정령의 수정 (쉐도우 팽)"	"Dark Spirit Crystal (Shadow Fang)"	"1"	"1"	"2000"	"0"
"45400"	"서큐버스"	"Succubus"	"38"	"40415"	"유물주머니"	"Relic Pouch"	"1"	"1"	"5000"	"0"
"45401"	"데스나이트"	"Arachnevil Elder"	"85"	"76"	"론드의 이도류"	"Edoryu of Ronde"	"1"	"1"	"100"	"0"
"45402"	"난폭한 해골 도끼병"	"Raging Skeleton Axeman"	"39"	"145"	"광전사의 도끼"	"Berserker Axe"	"1"	"1"	"2000"	"0"
"45402"	"난폭한 해골 도끼병"	"Raging Skeleton Axeman"	"39"	"40018"	"강화 속도향상 물약"	"Greater Haste Potion"	"1"	"1"	"3000"	"0"
"45402"	"난폭한 해골 도끼병"	"Raging Skeleton Axeman"	"39"	"40074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"6000"	"0"
"45402"	"난폭한 해골 도끼병"	"Raging Skeleton Axeman"	"39"	"40087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"2000"	"0"
"45402"	"난폭한 해골 도끼병"	"Raging Skeleton Axeman"	"39"	"40187"	"마법서 (인챈트 마이티)"	"Spellbook (Enchant: STR)"	"1"	"1"	"1000"	"0"
"45403"	"난폭한 해골 창병"	"Raging Skeleton Pike"	"39"	"40014"	"용기의 물약"	"Brave Potion"	"1"	"1"	"500"	"0"
"45403"	"난폭한 해골 창병"	"Raging Skeleton Pike"	"39"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"500"	"0"
"45403"	"난폭한 해골 창병"	"Raging Skeleton Pike"	"39"	"40018"	"강화 속도향상 물약"	"Greater Haste Potion"	"1"	"1"	"3000"	"0"
"45403"	"난폭한 해골 창병"	"Raging Skeleton Pike"	"39"	"40074"	"갑옷 마법 주문서"	"Armor Enchant Scroll"	"1"	"1"	"7000"	"0"
"45403"	"난폭한 해골 창병"	"Raging Skeleton Pike"	"39"	"40171"	"마법서 (인챈트 덱스터리티)"	"Spellbook (Enchant: DEX)"	"1"	"1"	"1000"	"0"
"45403"	"난폭한 해골 창병"	"Raging Skeleton Pike"	"39"	"40191"	"마법서 (선 버스트)"	"Spellbook (Sunburst)"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"20032"	"어둠의 머리띠"	"Dark Headband"	"1"	"1"	"8000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40015"	"마나 회복 물약"	"Mana Potion"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"2000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40178"	"마법서 (커스: 패럴라이즈)"	"Spellbook (Curse Paralyze)"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40189"	"마법서 (캔슬레이션)"	"Spellbook (Cancel)"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40192"	"마법서 (위크니스)"	"Spellbook (Weakness)"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40201"	"마법서 (인챈트 어큐러시)"	"Spellbook (Enchance Accuracy)"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40277"	"흑정령의 수정 (쉐도우 팽)"	"Dark Spirit Crystal (Shadow Fang)"	"1"	"1"	"2000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40279"	"흑정령의 수정 (드레스 이베이젼)"	"Dark Spirit Crystal (Dress Evasion)"	"1"	"1"	"2000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"40307"	"사이하의 유산"	"Relic of Sayha"	"1"	"1"	"1000"	"0"
"45406"	"사악한 비홀더"	"Wicked Beholder"	"39"	"240087"	"무기 마법 주문서"	"Scroll of Enchant Weapon"	"1"	"1"	"1000"	"0"
"45407"	"키메라"	"Cimaera"	"39"	"40014"	"용기의 물약"	"Brave Potion"	"1"	"1"	"1000"	"0"
"45407"	"키메라"	"Cimaera"	"39"	"40016"	"지혜의 물약"	"Wisdom Potion"	"1"	"1"	"500"	"0"
"45407"	"키메라"	"Cimaera"	"39"	"40018"	"강화 속도향상 물약"	"Greater Haste Potion"	"1"	"1"	"2000"	"0"
"45407"	"키메라"	"Cimaera"	"39"	"40090"	"빈 주문서 (레벨 1)"	"Blank Scroll (Level 1)"	"1"	"1"	"500"	"0"
"45407"	"키메라"	"Cimaera"	"39"	"40091"	"빈 주문서 (레벨 2)"	"Blank Scroll (Lv 2)"	"1"	"1"	"1000"	"0"
"45407"	"키메라"	"Cimaera"	"39"	"40092"	"빈 주문서 (레벨 3)"	"Blank Scroll (Lv 3)"	"1"	"1"	"2000"	"0"
