"skill_id"	"name"	"desc_kr"	"desc_en"	"skill_level"	"mpConsume"	"hpConsume"	"itemConsumeId"	"itemConsumeCount"	"reuseDelay"	"delayGroupId"	"fixDelay"	"buffDuration"	"buffDuration_txt"	"target"	"target_to"	"target_to_txt"	"effect_txt"	"damage_value"	"damage_dice"	"damage_dice_count"	"probability_value"	"probability_dice"	"attr"	"type"	"alignment"	"ranged"	"area"	"is_through"	"action_id"	"action_id2"	"action_id3"	"castgfx"	"castgfx2"	"castgfx3"	"sysmsgID_happen"	"sysmsgID_stop"	"sysmsgID_fail"	"classType"	"grade"
"244"	"할파스"	"할파스"	"Halphas"	"31"	"30"	"0"	"210035"	"1"	"4500"	"0"	"false"	"600"	"600 seconds"	"NONE"	"PC"	"Caster"	"Draws upon the power of the Chain Sword to nullify<br>close-range physical damage and counterattack."	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"18408"	"0"	"0"	"0"	"0"	"0"	"dragonknight"	"LEGEND"
"245"	"포텐셜"	"포텐셜"	"Potential"	"31"	"30"	"0"	"210038"	"2"	"3000"	"0"	"false"	"600"	"600 seconds"	"NONE"	"PC"	"Caster"	"Elevates the caster's abilities to their limits.<br>HP/MP/DG/ER/MR/SP increased by 20%"	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"18420"	"0"	"0"	"7049"	"7050"	"0"	"illusionist"	"LEGEND"
"505"	"일반 공격 태세(축복버프)"	"일반 공격 태세(축복버프)"	"Normal Attack Stance (Blessing Buff)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"506"	"일반 방어 태세(축복버프)"	"일반 방어 태세(축복버프)"	"General Defense Stance (Blessing Buff)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"507"	"전투 공격 태세(축복버프)"	"전투 공격 태세(축복버프)"	"Combat Attack Stance (Blessing Buff)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"508"	"전투 방어 태세(축복버프)"	"전투 방어 태세(축복버프)"	"Battle Defense Stance (Blessing Buff)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"521"	"탐욕의 삼지바 돌기"	"탐욕의 삼지바 돌기"	"Samjiba Of Greed"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"80"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"6"	"false"	"18"	"0"	"0"	"14254"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"522"	"탐욕의 삼지바 녹색연기"	"탐욕의 삼지바 녹색연기"	"Samjiba Green Smoke Of Greed"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"120"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"6"	"false"	"19"	"14258"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"523"	"탐욕의 아즈모단"	"탐욕의 아즈모단"	"Greedy Asmodern"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"120"	"0"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"6"	"6"	"false"	"30"	"14245"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"524"	"탐욕의 아즈모단 웅덩이"	"탐욕의 아즈모단 웅덩이"	"Azmodan Pool Of Greed"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"false"	"10"	""	"ATTACK"	"ALL"	""	""	"80"	"1"	"0"	"0"	"0"	"NONE"	"ATTACK"	"0"	"15"	"10"	"false"	"18"	"14291"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"997"	"스트라이커 게일: 샷 상태"	"스트라이커 게일: 샷 상태"	"Striker Gayle: Shot Status"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1001"	"촐기"	"촐기"	"Wedge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"191"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1004"	"지혜의 물약"	"지혜의 물약"	"Wisdom Potion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1006"	"독 상태"	"독 상태"	"Poison State"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1007"	"사일런스 상태"	"사일런스 상태"	"Silence State"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1008"	"커스 진행"	"커스 진행"	"Curse Progress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1009"	"커스 진행"	"커스 진행"	"Curse Progress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1010"	"커스 진행"	"커스 진행"	"Curse Progress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1011"	"커스 상태"	"커스 상태"	"Curs Status"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1023"	"지룡의 마안"	"지룡의 마안"	"Magical Eye of Antharas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"EARTH"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7671"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1024"	"수룡의 마안"	"수룡의 마안"	"Magical Eye of Fafurion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"WATER"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7672"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1025"	"풍룡의 마안"	"풍룡의 마안"	"Magical Eye of Lindvior"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"WIND"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7673"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1026"	"화룡의 마안"	"화룡의 마안"	"Magical Eye of Valakas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"FIRE"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7674"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1027"	"탄생의 마안"	"탄생의 마안"	"Magical Eye of Birth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7675"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1028"	"형상의 마안"	"형상의 마안"	"Magical Eye of The Figure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7676"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1029"	"생명의 마안"	"생명의 마안"	"Magical Eye of Life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"3"	"0"	"0"	"7678"	"0"	"0"	"0"	"0"	"280"	"none"	"NORMAL"
"1125"	"증강 물약: STR"	"증강 물약: STR"	"Augmentation Potion: Str"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"900"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7954"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1127"	"증강 물약: DEX"	"증강 물약: DEX"	"Augmentation Potion: Dex"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"900"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7952"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1129"	"증강 물약: INT"	"증강 물약: INT"	"Augmentation Potion: Int"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"900"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7956"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1504"	"눈사람 눈던지기"	"눈사람 눈던지기"	"Snowman Throwing Snow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"50"	"10"	"8"	"0"	"0"	"NONE"	"ATTACK"	"0"	"10"	"0"	"false"	"30"	"0"	"0"	"16238"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1541"	"천하장사 스프(도감)"	"천하장사 스프(도감)"	"Cheonhajangsa Soup (Encyclopedia)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1573"	"몬스터 데스힐"	"몬스터 데스힐"	"Monster Death Hill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"BUFF"	"ALL"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"PROB"	"0"	"10"	"0"	"false"	"1"	"0"	"0"	"7780"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1700"	"알로퍼스 원거리"	"알로퍼스 원거리"	"Allophus Long Range"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"ATTACK"	"ALL"	""	""	"10"	"10"	"5"	"0"	"0"	"WIND"	"ATTACK"	"0"	"10"	"0"	"false"	"18"	"0"	"0"	"5771"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1816"	"드래곤의 가호 PC"	"드래곤의 가호 PC"	"Dragon's Protection Pc"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"1999"	"마그마 골렘 자폭"	"마그마 골렘 자폭"	"Magma Golem Self-Destructs"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ALL"	""	""	"50"	"8"	"5"	"0"	"0"	"NONE"	"ATTACK"	"0"	"2"	"2"	"false"	"19"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2272"	"탐 1단계"	"탐 1단계"	"Tam Stage 1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2389"	"탐 2단계"	"탐 2단계"	"Tam Stage 2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2390"	"탐 3단계"	"탐 3단계"	"Tam Stage 3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2404"	"강화버프_수방"	"강화버프_수방"	"Reinforcement Buff_Subang"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2405"	"강화버프_풍방"	"강화버프_풍방"	"Reinforcement Buff_Wind Bang"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2406"	"강화버프_지방"	"강화버프_지방"	"Reinforcement Buff_Fat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2407"	"강화버프_화방"	"강화버프_화방"	"Reinforcement Buff_Hwabang"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2408"	"강화버프_정방"	"강화버프_정방"	"Reinforcement Buff_Square"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2409"	"강화버프_완력"	"강화버프_완력"	"Reinforcement Buff_Strength"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2410"	"강화버프_민첩"	"강화버프_민첩"	"Reinforcement Buff_Agility"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2411"	"강화버프_지식"	"강화버프_지식"	"Reinforcement Buff_Knowledge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2412"	"강화버프_지혜"	"강화버프_지혜"	"Reinforcement Buff_Wisdom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2413"	"강화버프_수공"	"강화버프_수공"	"Reinforcement Buff_Handmade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2414"	"강화버프_풍공"	"강화버프_풍공"	"Reinforcement Buff_Wind Ball"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2415"	"강화버프_지공"	"강화버프_지공"	"Reinforcement Buff_Jigong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2416"	"강화버프_화공"	"강화버프_화공"	"Reinforcement Buff_Chemical Engineering"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2417"	"생명의 가호"	"생명의 가호"	"Protection Of Life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2418"	"영웅의 가호"	"영웅의 가호"	"Hero's Protection"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2419"	"강화버프_공격"	"강화버프_공격"	"Reinforcement Buff_Attack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2420"	"강화버프_방어"	"강화버프_방어"	"Reinforcement Buff_Defense"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2421"	"강화버프_마법"	"강화버프_마법"	"Reinforcement Buff_Magic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2422"	"강화버프_기술"	"강화버프_기술"	"Reinforcement Buff_Skill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2423"	"강화버프_정령"	"강화버프_정령"	"Reinforcement Buff_Spirit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"2655"	"정상의 가호"	"정상의 가호"	"Summit Protection"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"600"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"12536"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"3082"	"나루토 감사캔디"	"나루토 감사캔디"	"Naruto Thank You Candy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1200"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7976"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"3085"	"메티스의 축복 주문서"	"메티스의 축복 주문서"	"Hearty Blessing Scroll"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"7947"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"3205"	"특별한 성장 축복"	"특별한 성장 축복"	"Special Growth Blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"4995"	"0"	"0"	"none"	"NORMAL"
"3206"	"특별한 방어 축복"	"특별한 방어 축복"	"Special Defense Blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"4996"	"0"	"0"	"none"	"NORMAL"
"3207"	"특별한 공격 축복"	"특별한 공격 축복"	"Special Attack Blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"4997"	"0"	"0"	"none"	"NORMAL"
"3208"	"미소피아의 성장 축복"	"미소피아의 성장 축복"	"Misopia’S Growth Blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"4995"	"0"	"0"	"none"	"NORMAL"
"3209"	"미소피아의 방어 축복"	"미소피아의 방어 축복"	"Misopia's Defense Blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"4996"	"0"	"0"	"none"	"NORMAL"
"3210"	"미소피아의 공격 축복"	"미소피아의 공격 축복"	"Misofia's Attack Blessing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"1800"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"4997"	"0"	"0"	"none"	"NORMAL"
"3258"	"할파스의 저주 MP대미지"	"할파스의 저주 MP대미지"	"Halfas' Curse Mp Damage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"30"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"3259"	"할파스의 저주 MP소모량 증가"	"할파스의 저주 MP소모량 증가"	"Halfas' Curse Increases Mp Consumption"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"30"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"3320"	"탐 4단계"	"탐 4단계"	"Tam Stage 4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
