"id"	"name"	"polyid"	"minlevel"	"weaponequip"	"armorequip"	"isSkillUse"	"cause"	"bonusPVP"	"formLongEnable"
"6406"	"아덴근위대 변신터번"	"6406"	"100"	"256"	"4095"	"1"	"7"	"false"	"false"
"6697"	"하피"	"6697"	"100"	"751"	"4095"	"0"	"7"	"false"	"false"
"6698"	"블랙 위자드"	"6698"	"100"	"751"	"4095"	"1"	"7"	"false"	"false"
"7126"	"베히모스남"	"7126"	"100"	"751"	"4095"	"1"	"7"	"false"	"false"
"7127"	"베히모스여"	"7127"	"100"	"751"	"4095"	"1"	"7"	"false"	"false"
"7128"	"실베리아남"	"7128"	"100"	"751"	"4095"	"1"	"7"	"false"	"false"
"7129"	"실베리아여"	"7129"	"100"	"751"	"4095"	"1"	"7"	"false"	"false"
"7332"	"spearm 52"	"7332"	"52"	"1080"	"4095"	"1"	"7"	"false"	"false"
"7338"	"spearm 55"	"7338"	"55"	"1080"	"4095"	"1"	"7"	"false"	"false"
"7339"	"spearm 60"	"7339"	"60"	"1080"	"4095"	"1"	"7"	"false"	"false"
"7340"	"spearm 65"	"7340"	"65"	"1080"	"4095"	"1"	"7"	"false"	"false"
"7341"	"spearm 70"	"7341"	"70"	"1080"	"4095"	"1"	"7"	"false"	"false"
"8676"	"할로윈밀크캔디-마녀"	"8676"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"8677"	"할로윈 고양이"	"8677"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"8678"	"할로윈 데스"	"8678"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"8679"	"할로윈 뱀파이어"	"8679"	"1"	"0"	"4095"	"1"	"7"	"false"	"false"
"8774"	"young kelenis"	"8774"	"75"	"751"	"4095"	"1"	"7"	"false"	"false"
"8797"	"re dwarf boss"	"8797"	"45"	"8"	"4095"	"1"	"7"	"false"	"false"
"8798"	"re darkelf thief"	"8798"	"45"	"256"	"4095"	"1"	"7"	"false"	"false"
"8799"	"re black knight chief"	"8799"	"50"	"7"	"4095"	"1"	"7"	"false"	"false"
"8800"	"re black knight"	"8800"	"50"	"1040"	"4095"	"1"	"7"	"false"	"false"
"8801"	"re assassin master"	"8801"	"50"	"704"	"4095"	"1"	"7"	"false"	"false"
"8802"	"re baphomet"	"8802"	"50"	"32"	"4095"	"1"	"7"	"false"	"false"
"8803"	"re minotaur"	"8803"	"50"	"8"	"4095"	"1"	"7"	"false"	"false"
"8804"	"re darkelf guard"	"8804"	"50"	"256"	"4095"	"1"	"7"	"false"	"false"
"8805"	"re dreik"	"8805"	"52"	"704"	"4095"	"1"	"7"	"false"	"false"
"8806"	"re xinclair"	"8806"	"52"	"32"	"4095"	"1"	"7"	"false"	"false"
"8807"	"re great minotaur"	"8807"	"52"	"8"	"4095"	"1"	"7"	"false"	"false"
"8808"	"re darkelf bow"	"8808"	"52"	"256"	"4095"	"1"	"7"	"false"	"false"
"8812"	"young gunter"	"8812"	"80"	"751"	"4095"	"1"	"7"	"false"	"false"
"8817"	"young ken lauel"	"8817"	"75"	"751"	"4095"	"1"	"7"	"false"	"false"
"8851"	"young dantes"	"8851"	"75"	"751"	"4095"	"1"	"7"	"false"	"false"
"8860"	"re orc scout"	"8860"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"8900"	"young helvine"	"8900"	"75"	"256"	"4095"	"1"	"7"	"false"	"false"
"8913"	"young gilian"	"8913"	"80"	"256"	"4095"	"1"	"7"	"false"	"false"
"8978"	"young bluedica"	"8978"	"80"	"751"	"4095"	"1"	"7"	"false"	"false"
"9003"	"young joewoo"	"9003"	"80"	"751"	"4095"	"1"	"7"	"false"	"false"
"9011"	"spearm 75"	"9011"	"75"	"1080"	"4095"	"1"	"7"	"false"	"false"
"9012"	"spearm 80"	"9012"	"80"	"1080"	"4095"	"1"	"7"	"false"	"false"
"9205"	"death 75"	"9205"	"75"	"1775"	"4095"	"1"	"7"	"false"	"false"
"9206"	"death 80"	"9206"	"80"	"1775"	"4095"	"1"	"7"	"false"	"false"
"9225"	"darkelf 75"	"9225"	"75"	"256"	"4095"	"1"	"7"	"false"	"false"
"9226"	"darkelf 80"	"9226"	"80"	"256"	"4095"	"1"	"7"	"false"	"false"
"9229"	"re orc"	"3906"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9231"	"re dwarf"	"3863"	"1"	"751"	"4095"	"1"	"1"	"false"	"false"
"9232"	"re ghoul"	"3873"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9233"	"re skeleton"	"2374"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9234"	"re skeleton archer"	"3871"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"9235"	"re werewolf"	"3865"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9236"	"re lycanthrope"	"3874"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9237"	"re bugbear"	"8859"	"1"	"751"	"945"	"1"	"7"	"false"	"false"
"9238"	"re giant ant"	"1037"	"1"	"0"	"136"	"1"	"7"	"false"	"false"
"9239"	"re giant ant soldier"	"1039"	"1"	"0"	"136"	"1"	"7"	"false"	"false"
"9240"	"re ungoliant"	"146"	"1"	"0"	"0"	"1"	"7"	"false"	"false"
"9241"	"re ghast"	"8858"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9242"	"re lizardman"	"8865"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9243"	"re middle oum"	"3950"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9244"	"re cockatrice"	"3632"	"1"	"0"	"4095"	"1"	"7"	"false"	"false"
"9245"	"re kiwi parrot"	"8866"	"1"	"32"	"4095"	"1"	"7"	"false"	"false"
"9246"	"re wild fang"	"8868"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9247"	"re raccoon"	"8863"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9248"	"re owlbear"	"8864"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9249"	"re ratman"	"8867"	"1"	"1080"	"4095"	"1"	"7"	"false"	"false"
"9250"	"re dragon fly"	"8862"	"1"	"751"	"4095"	"1"	"1"	"false"	"false"
"9251"	"re succubus"	"8861"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9252"	"re gelatincube"	"3945"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9253"	"re guard sword"	"8781"	"30"	"7"	"4095"	"1"	"7"	"false"	"false"
"9254"	"re darkelf carrier"	"8782"	"30"	"1040"	"4095"	"1"	"7"	"false"	"false"
"9255"	"re darkelf assassin"	"8783"	"30"	"704"	"4095"	"1"	"7"	"false"	"false"
"9256"	"re elder"	"8784"	"30"	"32"	"4095"	"1"	"7"	"false"	"false"
"9257"	"re orc axe"	"8785"	"30"	"8"	"4095"	"1"	"7"	"false"	"false"
"9258"	"re bandit bow"	"8786"	"30"	"256"	"4095"	"1"	"7"	"false"	"false"
"9259"	"re guard chief"	"8787"	"40"	"7"	"4095"	"1"	"7"	"false"	"false"
"9260"	"re guard spear"	"8788"	"40"	"1040"	"4095"	"1"	"7"	"false"	"false"
"9261"	"re hose"	"8789"	"40"	"704"	"4095"	"1"	"7"	"false"	"false"
"9262"	"re dark elder"	"8790"	"40"	"32"	"4095"	"1"	"7"	"false"	"false"
"9263"	"re bandit axe"	"8791"	"40"	"8"	"4095"	"1"	"7"	"false"	"false"
"9264"	"re darkelf ranger"	"8792"	"40"	"256"	"4095"	"1"	"7"	"false"	"false"
"9265"	"re cargo"	"8793"	"45"	"7"	"4095"	"1"	"7"	"false"	"false"
"9266"	"re darkelf spear"	"8794"	"45"	"1040"	"4095"	"1"	"7"	"false"	"false"
"9267"	"re blaze"	"8795"	"45"	"704"	"4095"	"1"	"7"	"false"	"false"
"9268"	"re black wizard"	"8796"	"45"	"32"	"4095"	"1"	"7"	"false"	"false"
"18655"	"basic prince male 80"	"18655"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"9270"	"knight of heaven"	"7968"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"9271"	"sea harphy morph"	"10874"	"1"	"2047"	"4095"	"0"	"7"	"false"	"false"
"9273"	"kelenis girl1"	"7846"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"9274"	"kelenis girl2"	"7848"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"9275"	"orange morph"	"8719"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"9276"	"ayoung gunter"	"8812"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9277"	"ayoung joewoo"	"9003"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9278"	"ayoung gilian"	"8913"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"9279"	"ayoung bluedica"	"8978"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"9280"	"death 80a"	"9206"	"80"	"1775"	"4095"	"1"	"7"	"false"	"false"
"9281"	"spearm 80a"	"9012"	"80"	"1080"	"4095"	"1"	"7"	"false"	"false"
"9282"	"darkelf 80a"	"9226"	"80"	"256"	"4095"	"1"	"7"	"false"	"false"
"11120"	"tam 60a"	"11120"	"1"	"2799"	"4095"	"1"	"7"	"false"	"false"
"11121"	"tam 60b"	"11121"	"1"	"1040"	"4095"	"1"	"7"	"false"	"false"
"11122"	"tam 60c"	"11122"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"11123"	"tam 60d"	"11123"	"1"	"2799"	"4095"	"1"	"7"	"false"	"false"
"11124"	"tam 60e"	"11124"	"1"	"2799"	"4095"	"1"	"7"	"false"	"false"
"11125"	"tam 60f"	"11125"	"1"	"1040"	"4095"	"1"	"7"	"false"	"false"
"11126"	"tam 60g"	"11126"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"11127"	"tam 60h"	"11127"	"1"	"2799"	"4095"	"1"	"7"	"false"	"false"
"11232"	"싸이 강남스타일"	"11232"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"11234"	"싸이 챔피언"	"11234"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"11236"	"싸이 새"	"11236"	"1"	"2047"	"4095"	"1"	"7"	"false"	"false"
"11328"	"lv1 orc"	"11328"	"1"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11329"	"lv1 skeleton"	"11329"	"1"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11330"	"lv1 dudamara orc"	"11330"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11331"	"lv1 orc archer"	"11331"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"11332"	"lv1 elder"	"11332"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"15526"	"lv1 dwarf"	"15526"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11334"	"lv1 middle oum"	"11334"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11335"	"lv1 giant ant"	"11335"	"1"	"0"	"40"	"1"	"7"	"false"	"false"
"11336"	"lv1 kiwi parrot"	"11336"	"1"	"0"	"3002"	"1"	"7"	"false"	"false"
"11337"	"lv1 raccoon"	"11337"	"1"	"0"	"4095"	"1"	"7"	"false"	"false"
"11338"	"lv1 gelatincube"	"11338"	"1"	"0"	"0"	"1"	"7"	"false"	"false"
"11339"	"lv15 orc fighter"	"11339"	"15"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11340"	"lv15 werewolf"	"11340"	"15"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11341"	"lv15 bugbear"	"11341"	"15"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11342"	"lv15 orc scout"	"11342"	"15"	"256"	"4095"	"1"	"7"	"false"	"false"
"11343"	"lv15 ungoliant"	"11343"	"15"	"0"	"0"	"1"	"7"	"false"	"false"
"11344"	"lv15 darkelf carrier"	"11344"	"15"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11345"	"lv15 giant ant soldier"	"11345"	"15"	"0"	"40"	"1"	"7"	"false"	"false"
"11346"	"lv15 paperman"	"11346"	"15"	"0"	"4095"	"1"	"7"	"false"	"false"
"11347"	"lv15 snowman"	"11347"	"15"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11348"	"lv30 lycanthrope"	"11348"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11349"	"lv30 succubus"	"11349"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11350"	"lv30 king bugbear"	"11350"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11351"	"lv30 darkelf spear"	"11351"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11352"	"lv30 bandit bow"	"11352"	"30"	"256"	"4095"	"1"	"7"	"false"	"false"
"11353"	"lv30 darkelf thief"	"11353"	"30"	"256"	"4095"	"1"	"7"	"false"	"false"
"11354"	"lv30 darkelf wizard"	"11354"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11355"	"lv30 cockatrice"	"11355"	"30"	"0"	"4095"	"1"	"7"	"false"	"false"
"11356"	"lv30 mambo rabbit"	"11356"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11357"	"lv30 mambo rabbit v"	"11357"	"30"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11359"	"lv45 dreik"	"11359"	"45"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11360"	"lv45 blaze"	"11360"	"45"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11361"	"lv45 cargo"	"11361"	"45"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11362"	"lv45 darkelf guard"	"11362"	"45"	"256"	"4095"	"1"	"7"	"false"	"false"
"11363"	"lv45 darkelf ranger"	"11363"	"45"	"256"	"4095"	"1"	"7"	"false"	"false"
"11364"	"lv45 baphomet"	"11364"	"45"	"3839"	"3006"	"1"	"7"	"false"	"false"
"11365"	"lv50 black knight chief"	"11365"	"50"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11366"	"lv50 assassin master"	"11366"	"50"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11367"	"lv50 lesser demon"	"11367"	"50"	"3839"	"4095"	"1"	"7"	"false"	"true"
"11368"	"lv50 black knight"	"11368"	"50"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11369"	"lv50 fire bowman"	"11369"	"50"	"256"	"4095"	"1"	"7"	"false"	"false"
"11370"	"lv50 black wizard"	"11370"	"50"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11375"	"lv52 death knight"	"11375"	"52"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11376"	"lv52 lance master"	"12240"	"52"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11377"	"lv52 dark elder"	"11377"	"52"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11378"	"lv52 darkelf"	"11378"	"52"	"256"	"4095"	"1"	"7"	"false"	"false"
"11379"	"lv52 beleth"	"11379"	"52"	"3839"	"3006"	"1"	"7"	"false"	"false"
"11380"	"lv55 dark knight"	"11380"	"55"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11381"	"lv55 dark shadow"	"11381"	"55"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11382"	"lv55 dark ranger"	"11382"	"55"	"256"	"4095"	"1"	"7"	"false"	"false"
"11383"	"lv55 dark magister"	"11383"	"55"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11384"	"lv60 silver knight"	"11384"	"60"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11385"	"lv60 silver shadow"	"11385"	"60"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11386"	"lv60 silver ranger"	"11386"	"60"	"256"	"4095"	"1"	"7"	"false"	"false"
"11387"	"lv60 silver magister"	"11387"	"60"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11388"	"lv65 sword master"	"11388"	"65"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11389"	"lv65 shadow master"	"11389"	"65"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11390"	"lv65 arrow master"	"11390"	"65"	"256"	"4095"	"1"	"7"	"false"	"false"
"11391"	"lv65 wizardry master"	"11391"	"65"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11392"	"lv70 arch knight"	"11392"	"70"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11393"	"lv70 arch assassin"	"11393"	"70"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11394"	"lv70 arch scouter"	"11394"	"70"	"256"	"4095"	"1"	"7"	"false"	"false"
"11395"	"lv70 arch magister"	"11395"	"70"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11396"	"lv1 no effect arch knight"	"11396"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11397"	"lv1 no effect arch assassin"	"11397"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11398"	"lv1 no effect arch scouter"	"11398"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"11399"	"lv1 no effect arch magister"	"11399"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11400"	"lv75 young kenlauel"	"11400"	"75"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11401"	"lv75 young dantes"	"11401"	"75"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11402"	"lv75 young helvine"	"11402"	"75"	"256"	"4095"	"1"	"7"	"false"	"false"
"11403"	"lv75 young kelenis"	"11403"	"75"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11404"	"lv80 young gunter"	"11404"	"80"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11405"	"lv80 young bluedica"	"11405"	"80"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11406"	"lv80 young gilian"	"11406"	"80"	"256"	"4095"	"1"	"7"	"false"	"false"
"11407"	"lv80 young joewoo"	"11407"	"80"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11408"	"basic prince male"	"11408"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11409"	"basic prince female"	"11409"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11410"	"basic knight male"	"11410"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11411"	"basic knight female"	"11411"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11412"	"basic elf male"	"11412"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11413"	"basic elf female"	"11413"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11414"	"basic wizard male"	"11414"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11415"	"basic wizard female"	"11415"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11416"	"basic darkelf male"	"11416"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11417"	"basic darkelf female"	"11417"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11418"	"basic dragonknight male"	"11418"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11419"	"basic dragonknight female"	"11419"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11420"	"basic illusionist male"	"11420"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11421"	"basic illusionist female"	"11421"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"11446"	"lv65 bounty hunter"	"11446"	"65"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11447"	"lv70 night watch"	"11447"	"70"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11448"	"lv70 black eagle"	"11448"	"99"	"0"	"0"	"1"	"7"	"false"	"false"
"11487"	"dinos hitter"	"11487"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"11498"	"dinos pitcher"	"11498"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"12237"	"lv65 lance master"	"12237"	"65"	"3839"	"4095"	"1"	"7"	"false"	"false"
"12541"	"basic warrior male"	"12541"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"12542"	"basic warrior female"	"12542"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"12681"	"lv80 jin death knight"	"12681"	"80"	"3839"	"4095"	"1"	"7"	"false"	"true"
"12702"	"lv70 jin death knight"	"12702"	"70"	"3839"	"4095"	"1"	"7"	"false"	"true"
"12703"	"lv82 jin death knight"	"13153"	"82"	"3839"	"4095"	"1"	"7"	"false"	"false"
"12704"	"lv85 jin death knight red"	"13152"	"85"	"3839"	"4095"	"1"	"7"	"false"	"true"
"13388"	"lv85 guard archer red"	"13388"	"85"	"256"	"4095"	"1"	"7"	"false"	"false"
"13389"	"lv85 guard spear red"	"13389"	"85"	"3839"	"4095"	"1"	"7"	"false"	"false"
"13391"	"15 pc black wizard morph"	"6698"	"1"	"751"	"4095"	"1"	"7"	"false"	"false"
"13393"	"15 pc kids"	"13380"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13394"	"15 pc orange morph"	"13381"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13395"	"15 pc kelenis girl"	"13382"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13396"	"knight of heaven"	"7967"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"21817"	"rangking prince male"	"21817"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"21789"	"rangking prince female"	"21789"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"15115"	"rangking knight male"	"15115"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13721"	"rangking knight female"	"13721"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13723"	"rangking elf male"	"13723"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13725"	"rangking elf female"	"13725"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"20263"	"rangking wizard male"	"20263"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"20270"	"rangking wizard female"	"20270"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13731"	"rangking darkelf male"	"13731"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"13733"	"rangking darkelf female"	"13733"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"21624"	"rangking dragonknight male"	"21624"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"21653"	"rangking dragonknight female"	"21653"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"21098"	"rangking illusionist male"	"21098"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"21094"	"rangking illusionist female"	"21094"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"20619"	"rangking warrior male"	"20619"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"20612"	"rangking warrior female"	"20612"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"14923"	"커츠세트"	"14923"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"15154"	"데스세트"	"15154"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"15223"	"케레니스세트"	"15223"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"15232"	"반왕세트"	"15232"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"133921"	"15 pc harphy morph"	"6697"	"1"	"751"	"4095"	"0"	"7"	"false"	"false"
"133923"	"lv1 death knight"	"11375"	"1"	"4095"	"4095"	"1"	"7"	"false"	"false"
"16014"	"lv86 curts"	"16014"	"86"	"1791"	"4095"	"1"	"7"	"true"	"true"
"15986"	"lv86 slave"	"15986"	"86"	"1791"	"4095"	"1"	"7"	"true"	"true"
"16008"	"lv86 iris"	"16008"	"86"	"1791"	"4095"	"1"	"7"	"true"	"false"
"16002"	"lv86 helvine"	"16002"	"86"	"256"	"4095"	"1"	"7"	"true"	"false"
"16027"	"lv86 hardin"	"16027"	"86"	"1791"	"4095"	"1"	"7"	"true"	"false"
"16284"	"lv88 gunter"	"16284"	"88"	"1791"	"4095"	"1"	"7"	"true"	"true"
"16053"	"lv88 bluedica"	"16053"	"88"	"1791"	"4095"	"1"	"7"	"true"	"false"
"16056"	"lv88 prokel"	"16056"	"88"	"1791"	"4095"	"1"	"7"	"true"	"false"
"16074"	"lv88 zillian"	"16074"	"88"	"256"	"4095"	"1"	"7"	"true"	"false"
"16040"	"lv88 joewoo"	"16040"	"88"	"1791"	"4095"	"1"	"7"	"true"	"false"
"17272"	"event guard spear red"	"15833"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17273"	"event jin death knight"	"13152"	"1"	"3839"	"4095"	"1"	"7"	"false"	"true"
"17274"	"event jin assassin"	"15868"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17275"	"event jin lance master"	"15539"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17276"	"event owen"	"13635"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"17277"	"event jin baphomet master"	"15550"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17515"	"lv87 zin baphomet"	"17515"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17531"	"lv87 zin shadow"	"17531"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17535"	"lv87 guard archer purple"	"17535"	"87"	"256"	"4095"	"1"	"7"	"false"	"false"
"17541"	"lv87 jin death knight"	"17541"	"87"	"3839"	"4095"	"1"	"7"	"false"	"true"
"17545"	"lv87 lance master"	"17545"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17549"	"lv87 guard spear purple"	"17549"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17550"	"lv87 jin baphomet"	"17515"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17551"	"lv87 jin shadow"	"17531"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"17552"	"lv87 jin master"	"17545"	"87"	"3839"	"4095"	"1"	"7"	"false"	"false"
"18555"	"rangking fencer male"	"18555"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18551"	"rangking fencer female"	"18551"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18368"	"event lv80 jin death knight"	"18368"	"1"	"3839"	"4095"	"1"	"7"	"false"	"true"
"18369"	"event lv80 silver shadow"	"18369"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"18372"	"event lv80 baphomet master"	"18372"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"18370"	"event lv80 lance master"	"18370"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"18371"	"event lv80 high elf"	"18371"	"1"	"256"	"4095"	"1"	"7"	"false"	"false"
"18373"	"event lv80 guard spear green"	"18373"	"1"	"3839"	"4095"	"1"	"7"	"false"	"false"
"18657"	"basic knight male 80"	"18657"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18658"	"basic knight female 80"	"18658"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18659"	"basic elf male 80"	"18659"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18660"	"basic elf female 80"	"18660"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18661"	"basic wizard male 80"	"18661"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18662"	"basic wizard female 80"	"18662"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18663"	"basic darkelf male 80"	"18663"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18664"	"basic darkelf female 80"	"18664"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18665"	"basic dragonknight male 80"	"18665"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18666"	"basic dragonknight female 80"	"18666"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
"18667"	"basic illusionist male 80"	"18667"	"80"	"4095"	"4095"	"1"	"7"	"false"	"false"
